Latitude	Longitude	Median Depth 4Th	County	Facility ID	Facility Name	Max Depth 4Th	Parent Name	Street
31.3973	-92.7189	112	RAPIDES PARISH	71447CLCCR275RO	BRAME ENERGY CENTER	1042	CLECO CORPORATE HOLDINGS LLC	275 RODEMACHER RD
29.91598	-90.14367	109	JEFFERSON PARISH	70094GLDBN10LOU	NEW NGC INC D/B/A NATIONAL GYPSUM CO	176	NEW NGC INC	10 LOUISIANA ST
29.964823	-90.26462	109	JEFFERSON PARISH	7009WDYNNB18RIV	DYNO NOBEL LOUISIANA AMMONIA LLC	185	DYNO NOBEL INC	10800 RIVER ROAD
30.835742	-89.848964	107	WASHINGTON PARISH	7042WMLSBG2151H	HOOD INDUSTRIES INC	410	HOOD COS INC	21501 HIGHWAY 21 NORTH
32.52386	-92.61455	107	LINCOLN PARISH	71270NRHMP600JO	FRANKE CONSUMER PRODUCTS INC	321	FRANKE CONSUMER PRODUCTS INC.	600 FRANKE DR
31.551667	-91.446944	106	CONCORDIA PARISH	71371LCNDSJUCTI	BASF CORP - VIDALIA WORKS	302	BASF CORP	109 HWY 131
31.401288	-92.712648	106	RAPIDES PARISH	71447BSCSC8835H	BOISE CASCADE WOOD PRODUCTS ALEXANDRIA EWP	217	BOISE CASCADE CO	8835 HWY 1 N
32.971109	-93.458679	106	WEBSTER PARISH	71075STFFRPOBOX	GEO SPECIALTY CHEMICALS	239	GEO SPECIALTY CHEMICALS	OLD MINDEN RD.
32.008655	-93.3359	105	RED RIVER PARISH	71019STRSM2415R	SUNBEAM HOUSEHOLD PRODUCTS	290	SUNBEAM CORP	2415 RED OAK RD.
29.94563	-90.23055	103	JEFFERSON PARISH	70094NWRLN8400R	NEW ORLEANS SHIPYARD	529	ARCHER DANIELS MIDLAND CO	8400 RIVER RD
29.99904	-90.42335	102	ST CHARLES PARISH	70079SHLLL265RI	SHELL NORCO CHEMICAL PLANT WEST SITE	554	SHELL OIL CO	16122 RIVER RD
31.196667	-92.422222	101	RAPIDES PARISH	71302LTTLC1717H	LOTT OIL CO ALEXANDRIA	192	LOTT OIL CO	1717 HWY 71 S
32.458753	-93.827108	101	CADDO PARISH	71109FRMST5301I	SOUTHERN FOODS GROUP, LLC D/B/A FOREMOST DAIRY	242	DEAN FOODS CO	5301 INTERSTATE AVE
29.904575	-90.103159	100	JEFFERSON PARISH	7007WMGRFN5RIVE	VERTEX REFINING LA LLC	194	VERTEX ENERGY INC	5000 RIVER RD
30.00052	-90.47687	100	ST CHARLES PARISH	70066NTRGY17705	WATERFORD 1-3 COMPLEX	703	ENTERGY CORP	17705 RIVER RD
29.967855	-92.085702	100	VERMILION PARISH	70510CSTLFHWY14	COASTAL CHEMICAL CO LLC	304	BRENNTAG N.A. INC	3520 VETERANS MEMORIAL BLVD
30.88356	-92.62112	99	ALLEN PARISH	71463KDLSB192PA	OAKDALE OSB PLANT	263	MARTCO LLC	192 PAWNEE RD
32.53671	-92.75703	99	LINCOLN PARISH	71275WLLMTLINCO	ROSEBURG - LOUISIANA PARTICLEBOARD	300	ROSEBURG FOREST PRODUCTS	486 DURAFLAKE RD
31.723944	-93.662	99	SABINE PARISH	71419KSTCH12HWY	MCFARLAND CASCADE HOLDINGS INC	458	STELLA-JONES US HOLDING CORP	10020 HWY 483
30.56512	-91.18178	98	EAST BATON ROUGE PARISH	70807BYCTN12710	STUPP COATINGS LLC	223	STUPP BROTHERS INC	12710 LEISURE RD
29.68576	-91.473179	98	ST MARY PARISH	70583CBTCRSTATE	CABOT CORP CANAL PLANT	485	CABOT CORP	272 CABOT LN HWY 317
31.381252	-92.427499	98	RAPIDES PARISH	71361CLCTC4507W	ECLECTIC PRODUCTS INC	368	WILLAMETTE VALLEY CO	4507 WILLAMETTE BLVD
30.2107	-92.39979	97	ACADIA PARISH	70526CPTLM1125C	CAPITOL MANUFACTURING	383	PHOENIX FORGE GROUP	1125 CAPITOL AVE
29.923235	-90.348628	96	ST CHARLES PARISH	7007WHXNLL12513	HEXION LULING FACILITY	198	HEXION HOLDINGS LLC	12513 QUEENIE RD.
30.237449	-92.635658	96	JEFFERSON DAVIS PARISH	7054WJNNNG177EV	JENNINGS BULK PLANT	203	MARTIN MIDSTREAM PTNRS LP	1707 EVANGELINE RD
31.565375	-93.491867	96	SABINE PARISH	71449LTTLC142TE	LOTT OIL CO	270	LOTT OIL CO	142 TEXAS AVE
32.54668	-92.387672	94	OUACHITA PARISH	71234CLGCL2247H	ECOLOGICAL TANKS INC	204		2247 HWY 151 N
32.569204	-92.923816	94	BIENVILLE PARISH	71001CNGRBHWY80	HOUSE OF RAEFORD FARMS PROCESSING PLANT-ARCADIA DIV	350	HOUSE OF RAEFORD	3867 2ND ST
30.149027	-93.343366	94	CALCASIEU PARISH	70665WSTLK1820P	WESTLAKE STYRENE LP MARINE TERMINAL FACILITY	210	WESTLAKE CHEMICAL CORP	1820 PAK TANK RD
32.216831	-93.705343	93	DE SOTO PARISH	7102WCHMPN567PA	NALCO COMPANY-FRIERSON	317	ECOLAB INC	567 PARK DR
30.29449	-89.78264	92	ST TAMMANY PARISH	70460LSTCL646CA	KIK (LOUSIANA) INC	346	KIK INTERNATIONAL INC	646 CARNATION ST
29.956523	-92.140528	92	VERMILION PARISH	70510GLFCS220JA	GULF COAST CHEMICAL LLC	352	GULF COAST COS INC	220 JACQULYN ST
30.14893	-93.34305	92	CALCASIEU PARISH	70663GLFCS1697P	PHILLIPS 66 CO GULF COAST LUBES PLANT	210	PHILLIPS 66	1697 PAKTANK RD
29.981281	-90.392747	91	ST CHARLES PARISH	7007WVLRPR1492R	VALERO PARTNERS LA LLC- TERMINAL	570	VALERO ENERGY CORP	14902 RIVER RD
30.50748	-91.18557	91	EAST BATON ROUGE PARISH	70805LRCHCAIRLI	UOP LLC BATON ROUGE PLANT	521	HONEYWELL INTERNATIONAL INC	1200 AIRLINE HWY
30.392395	-91.208218	91	EAST BATON ROUGE PARISH	70821TRNTY6012S	TRINITY MARINE BATON ROUGE	356	TRINITY INDS INC	6012 S. RIVER RD.
30.261511	-91.949125	90	ST MARTIN PARISH	70517CRGLLLAHWY	CARGILL INC  SALT DIV	224		1224-A SALT MINE HWY LA HWY 354
32.526687	-92.513623	90	LINCOLN PARISH	71227CNGRB100NO	HOUSE OF RAEFORD RAEFORD FARMS FEED MILL	274	HOUSE OF RAEFORD	100 N DEPOT ST
30.23993	-93.24962	90	CALCASIEU PARISH	70669MDRLL12MIL	M-I DRILLING FLUIDS CO. WESTLAKE GRINDING PLANT	275	DRESSER/HALLIBURTON CO	1/2 MILE S. OF I-10 W. BANK OF CALCASIEU RIVER
31.59272	-92.41314	89	GRANT PARISH	*	*	425	*	*
29.95505	-90.13787	88	JEFFERSON PARISH	70121CHMCN333RI	CHEMCENTRAL/NEW ORLEANS	156	CHEMCENTRAL COPORATION	333 RIVER RD
31.935048	-92.650298	88	WINN PARISH	71483LLBRWTHOMA	HIXSON LUMBER SALES OF LOUISIANA	252	HIXSON LUMBER SALES	207 THOMAS MILL RD
32.973607	-93.463679	88	WEBSTER PARISH	71075RZNCHHIGHW	ARIZONA CHEMICAL	258	INTERNATIONAL PAPER CO	102 ARIZONA DR.
29.92166	-90.41471	87	ST CHARLES PARISH	70039BRRRC1327E	BARRIERE CONSTRUCTION BOUTTE PLANT 625	213	BARRIERE CONSTRUCTION CO LLC	1327 ESPERANZA PLANTATION RD
32.45652	-93.7942	87	CADDO PARISH	71109PNNZL3450H	PENNZOIL-QUAKER STATE CO	400	PENNZOIL-QUAKER STATE CO	3450 HOLLYWOOD AVE
30.176902	-91.133449	86	IBERVILLE PARISH	70788CRTXSPOBOX	CORA TEXAS MANUFACTURING CO INC	343		32505 HWY 1
30.24192	-91.19942	86	IBERVILLE PARISH	70764BGTHRHWY1S	AIR LIQUIDE AMERICA  PLAQUEMINE ASU	308		57805 EVERGREEN RD
32.836248	-92.37931	86	UNION PARISH	71241CNGRBHWY15	FOSTER FARMS  FARMERVILLE PLANT	353	FOSTER FARMS	6648 HWY 15 N
30.19795	-91.01846	85	ASCENSION PARISH	7073WBKRHG928HI	BAKER HUGHES OILFIELD OPERATIONS	651	BAKER HUGHES A GE CO LLC	9208 HIGHWAY 75
30.16122	-91.9803	85	LAFAYETTE PARISH	70518DPSTH117BR	DEEP SOUTH CHEMICAL INC.	339	DEEP SOUTH CHEMICAL INC	117 BRUSH RD.
30.241889	-93.282167	85	CALCASIEU PARISH	7066WTDCLL28LDS	TDC LLC - WESTLAKE PLANT	306	GENESIS ENERGY LP	2800 OLD SPANISH TRL
30.07665	-89.85606	84	ORLEANS PARISH	70129TXTRN19401	TEXTRON MARINE SYS. SHIPYARD OPS.	418	TEXTRON INC	19401 CHEF MENTEUR HWY.
30.876983	-90.554942	84	TANGIPAHOA PARISH	70444GLFDRPOBOX	MID-AMERICA DAIRYMEN INC.	269	MID-AMERICA DAIRYMEN INC	10569 HWY. 440
30.23888	-91.11178	83	IBERVILLE PARISH	7077WLTVCR425HI	BRENNTAG SOUTHWEST INC	283	BRENNTAG N.A. INC	4205 HIGHWAY 75
30.31402	-91.86843	83	ST MARTIN PARISH	70517RYLFB1407A	LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-LA	504	LATHAM POOL PRODUCTS INC	1407 ANSE BRO US SARD HWY
30.56099	-90.34205	82	TANGIPAHOA PARISH	70446JCMBSRTE1B	JOE COOMBS CLASSICS INC. TAXIDERMY SUPPLY CO.	255		48555 HWY. 445
30.092861	-91.909381	82	ST MARTIN PARISH	7051WMMNTR1471L	M & M INTERNATIONAL LLC	491	M & M INTERNATIONAL LLC	1471 OLD SPANISH TRAIL HWY
29.972109	-92.145016	82	VERMILION PARISH	70511BRSSR713SO	ANTIFREEZE INC	313		702 STANSBURY LN
30.416861	-90.037575	80	ST TAMMANY PARISH	70420LFRGNHWY59	LAFARGE COVINGTON RMX	276	LAFARGE NA	68160 HIGHWAY 59
32.98135	-93.45876	80	WEBSTER PARISH	71075NTRNT2600S	GEORGIA-PACIFIC WOOD PRODUCTS SOUTH LLC.	1013	GEORGIA-PACIFIC LLC	2600 S ARKANSAS ST
31.687564	-92.140546	79	LA SALLE PARISH	71342BLDNWHWY8I	BELDEN WIRE & CABLE CO.	448	COOPER INDUSTRIES INC	HWY. 8 INDUSTRIAL PARK
30.222221	-93.271469	79	CALCASIEU PARISH	70602LNCRPI10WE	OLIN CORP. LAKE CHARLES PLANT	303	OLIN CORP	900 I-10 W.
31.550348	-93.468961	79	SABINE PARISH	71449CNGRB100MC	PILGRIM'S PRIDE CORP MANY FEED MILL	488	PILGRIM'S PRIDE CORP	100 MC DONALD RD
31.493645	-93.654037	79	SABINE PARISH	71449SBNMNINTER	SABINE MFG.	222		INTERSECTION OF HWY. 6 & 19
30.480556	-91.202778	78	WEST BATON ROUGE PARISH	70767NTRPR2220N	ENTERPRISE PRODUCTS OPERATING LLC	478	ENTERPRISE PRODUCTS OPERATING LLC	2220 N RIVER RD
30.158231	-91.810675	78	ST MARTIN PARISH	70582LSNSG6092R	LOUISIANA SUGARCANE COOP. ST. MARTINVILLE BRANCH	497		6092 RESWEBER HWY.
29.96562	-90.23202	77.5	JEFFERSON PARISH	7012WMRTNP1BFLR	MARTIN OPERATING PTNR RIVER RIDGE	136	MARTIN OPERATING PTNR	100 FLORIDA ST
30.389633	-91.070189	77	EAST BATON ROUGE PARISH	7080WPRTBL9999B	PORTABLE READY MIX #130	245	MARTIN MARIETTA MATERIALS INC	9999 B REIGER
32.52885	-92.60804	77	LINCOLN PARISH	71270WLLMTEASTM	WEYERHAEUSER CO.	329	WILLAMETTE INDS INC	2301 E. MCDONALD
31.802472	-93.093801	77	NATCHITOCHES PARISH	71457TRSJS234IN	WEYERHAEUSER NR CO NATCHITOCHES PLANT	391	WEYERHAEUSER CO	234 IND US TRIAL AVE
30.318528	-91.310109	76	IBERVILLE PARISH	70764SDBYCHWY11	US DOE BAYOU CHOCTAW SPR SITE	175		60825-B HWY 1148
31.805996	-93.088774	76	NATCHITOCHES PARISH	71457LLNCC100IN	ALLIANCE COMPRESSORS	300	EMERSON ELECTRIC CO	100 INDUSTRIAL DR
29.90331	-90.11589	75	JEFFERSON PARISH	70072CHMCM6025R	SUNBELT CHEMICALS INC.	173		6025 RIVER RD.
31.863193	-92.29435	75	LA SALLE PARISH	71480LSNPC165NX	GEORGIA-PACIFIC CORP. URANIA COMPLEX	259	GEORGIA-PACIFIC CORP	STATE HWY. 125 N.
32.53315	-93.75244	75	CADDO PARISH	71107HRCRS1011J	HARCROS CHEMICALS INC	396	HARCROS CHEMICALS INC	1011 JACK WELLS BLVD
30.5522	-90.4865	74	TANGIPAHOA PARISH	70451HNTFR48177	HUNT FOREST PRODUCTS INC	253		48177 HWY 51 N
30.649539	-91.284109	73	EAST BATON ROUGE PARISH	70791SPCLTWENDE	SPECIALTY MINERALS INC	471	MINERALS TECHNOLOGIES INC	W END OF MOUNT PLEASANT RD
30.16797	-91.98296	73	LAFAYETTE PARISH	*	*	327	BODYCOTE THERMAL PROCESSING INC	*
32.487823	-92.139654	73	OUACHITA PARISH	71294BNCRF425BA	BANCROFT BAG INC.	444	BANCROFT BAG INC	425 BANCROFT BLVD.
31.456465	-93.460904	73	SABINE PARISH	71429FLRNPHWY17	BOISE CASCADE WOOD PRODUCTS FLORIEN OPERATIONS	388	BOISE CASCADE CO	225 STUDEMAN ST
30.313897	-91.240605	72	IBERVILLE PARISH	7076WBLCBP21255	BLUE CUBE OPERATIONS LLC - PLAQUEMINE SITE	155	OLIN CORP	21255 HIGHWAY 1 S
31.573505	-92.726262	72	GRANT PARISH	7141WCLNHR3763H	CLEAN HARBORS COLFAX LLC	256	CLEAN HARBORS INC	3763 HIGHWAY 471
32.80155	-93.410743	72	WEBSTER PARISH	71018KRRMCLA7SO	CALUMET COTTON VALLEY REFINING LLC CALUMET COTTON VALLEY	304	CALUMET REFINING LLC	1756 OLD HWY 7
32.66763	-93.94864	72	CADDO PARISH	71060THNSC8469B	HANSON BRICK EAST, LLC - CADDO PLANT	458	LEHIGH HANSON	8469 BARNETTE RD
30.29175	-89.77909	71	ST TAMMANY PARISH	70459RCCYLSTRAW	BOC GASES	261	BOC GROUP INC	250 STRAWBERRY
32.51308	-92.776696	71	LINCOLN PARISH	71275BRNSHPOBOX	BARNES & BARNES TIE	194		5235 HWY 569
32.77086	-91.9044	70	MOREHOUSE PARISH	7122WTXBST611GU	TXI BASTROP READY MIX	487	MARTIN MARIETTA MATERIALS INC	611 GURDON AVE
30.194955	-92.599047	70	JEFFERSON DAVIS PARISH	7054WBPBFL1117C	BP BIOFUELS LOUISIANA LLC	257		CAMPBELL WELLS RD
31.726665	-93.104508	70	NATCHITOCHES PARISH	71457CNGRBHWY1B	PILGRIM'S PRIDE CORP NATCHITOCHES PROCESSING PLANT	280	JBS USA FOOD CO	7088 HWY S BY PASS
32.699712	-93.958452	70	CADDO PARISH	71060MRCNL11730	AMERICAN ELECTRIC POWER LIEBERMAN POWER PLANT	183	AMERICAN ELECTRIC POWER	11730 LOUISIANA HWY #538
30.235778	-91.096005	69	IBERVILLE PARISH	70776CMRCS4990B	MEXICHEM FLUOR INC	325		4990B ICI RD
30.008388	-91.110964	69	ASSUMPTION PARISH	70391DWCHMLOUIS	THE DOW CHEMICAL CO GRAND BAYOU OPERATIONS	127	THE DOW CHEMICAL CO	LOUISIANA HWY 70
30.147688	-93.335266	69	CALCASIEU PARISH	70665VNTRC1920P	RAIN CII CARBON LLC LAKE CHARLES CALCINING PLANT (LCCP)	348	RAIN CII CARBON LLC	1920 PAK TANK RD
32.793348	-92.807256	68	CLAIBORNE PARISH	71048CLBRNHWY23	ARCADIA REFINING CO.	320	ARCADIA REFINING & MARKETING CO LP	3 MILES E. OF LISBON ON HWY. 2
32.373184	-93.640754	68	CADDO PARISH	7111WPRTTP1429R	PRATT PAPER (LA) LLC	184	PRATT INDUSTRIES INC	10429 RICHARD PRATT DR
30.029033	-89.900517	67	ORLEANS PARISH	70129RPRDC14700	AIR PRODUCTS & CHEMICALS INC ( NEW ORLEANS LA FACILITY)	105	AIR PRODUCTS & CHEMICALS INC	14700 INTRACOASTAL DR
31.86341	-92.29625	67	LA SALLE PARISH	71480CVNHMMILLR	CAVENHAM FOREST INDUSTRIES INC	259		MILL RD
32.606666	-93.31512	67	WEBSTER PARISH	71055SPRTC1616S	SPORTCO OF MINDEN INC.	283		1616 SHREVEPORT RD., P.O. BOX 1156
32.541078	-93.695523	67	BOSSIER PARISH	7111WTXRDY351SH	TXI-READY MIX PLANT #25	177	MARTIN MARIETTA MATERIALS INC	3501 SHED RD
32.5396	-93.84449	67	CADDO PARISH	71107LNDLK5015N	LAND O'LAKES FARMLAND FEED	124	LAND O'LAKES INC	5015 N LAKE SHORE DR
30.02765	-89.90102	66	ORLEANS PARISH	70129LNSTR14800	LONE STAR INDUSTRIES INC	234	LONE STAR INDUSTRIES INC	14900 INTRACOASTAL DR.
30.49467	-91.181507	66	EAST BATON ROUGE PARISH	70805THYLPGULFS	ETHYL CORP. BATON ROUGE PLANT	166	ETHYL CORP	GULF STATES RD.
30.316389	-91.241389	66	IBERVILLE PARISH	70765NSXDX21255	INEOS OXIDE A DIV OF INEOS AMERICAS LLC	155	INEOS USA LLC	21255A HWY 1 S
32.52793	-92.5998	66	LINCOLN PARISH	71270STWWD3101M	STOWE WOODWARD	376	STOWE WOODWARD LLC	3101 MCDONALD AVE
30.233467	-93.263086	66	CALCASIEU PARISH	70602RCDNCI10WE	ARCADIAN FERTILIZER L.P.	293	ARCADIAN FERTILIZER LP	I-10 W.
32.4211	-93.7389	66	CADDO PARISH	71135FRYMS8700L	FRYMASTER	225	WELBILT INC	8700 LINE AVE
32.53388	-93.75311	66	CADDO PARISH	71107SHWSH1040J	SHAW SHREVEPORT	207	SHAW GROUP INC	1040 JACK WELLS BLVD
32.55201	-93.85135	66	CADDO PARISH	71107NTRNT1212T	INTERNATIONAL PAPER CO CONTAINER DIV	199	INTERNATIONAL PAPER CO	1212 TOLMARK RD
32.546541	-92.07747	65	OUACHITA PARISH	71203CHTFR2500S	OUACHITA FERTILIZER CO. MONROE PLANT	126	ABELL CORP	2500 STERLINGTON RD.
30.45073	-91.14254	64	EAST BATON ROUGE PARISH	70806BRDNN4743F	BORDEN INC. DAIRY DIV.	577	BORDEN INC	4743 FLORIDA BLVD.
29.969833	-92.147692	64	VERMILION PARISH	7051WDHNBR818SU	DUHON BROTHERS OIL CO INC	294		818 SOUTH HENRY STREET
32.49382	-92.19384	64	OUACHITA PARISH	7129WWSTMN169HA	WEST MONROE READY MIX	203	MARTIN MARIETTA MATERIALS INC	169 HAMMONS DR
29.86385	-89.907686	63	PLAQUEMINES PARISH	70040LVTNG900ST	ELEVATING BOATS INC	183		900 ST BERNARD PKWY
30.775463	-90.510371	63	TANGIPAHOA PARISH	7045WSMTTY63399	SMITTY'S SUPPLY INC	214		63399 HIGHWAY 51
31.05547	-92.07897	63	AVOYELLES PARISH	71350LDRWDHWY11	GREAT SOUTHERN WOOD - LA INC	233	GREAT SOUTHERN WOOD PRESERVING INC	334 ELDER WOOD RD
32.0306	-93.5692	63	DE SOTO PARISH	71052CLCCR963PO	DOLET HILLS POWER STATION	332	CLECO CORPORATE HOLDINGS LLC	963 POWER PLANT RD
32.44858	-93.76015	63	CADDO PARISH	71106PRNML223WE	LAND O'LAKES PURINA FEED LLC - SHREVEPORT	217	LAND O LAKES INC	223 W 63RD ST
32.43391	-93.77864	63	CADDO PARISH	71108WSTLN2740V	SAFETY-KLEEN SYSTEMS INC	691	CLEAN HARBORS INC	2760 VALLEY VIEW DR
29.94155	-90.18273	62	JEFFERSON PARISH	70123RLNSM5751R	ORLEANS MARBLE INC	287		5751 RIVER RD
30.070547	-90.682707	62	ST JAMES PARISH	70052LFRGN14HWY	LAFARGE GRAMERCY RMX	176	LAFARGE N.A. INC	104 HWY 3125
30.709033	-91.320677	62	WEST FELICIANA PARISH	70775JMSRVENDOF	HOOD CONTAINER OF LOUISIANA LLC - ST FRANCISVILLE MILL	305		2105 HWY 964
30.167804	-91.99844	62	LAFAYETTE PARISH	70508CHMLN103RO	CHEMLINK INC PETROLEUM DIV	101		107 ROW 2  CANEBRAKE INDUSTRIAL PARK
30.420969	-92.193232	62	ACADIA PARISH	70525CNLRFHWY17	CANAL REFINING CO.	309	ANCHOR GASOLINE CORP	1901 E. EBBEY ST. HWY. 178 N.
32.709694	-93.307138	62	WEBSTER PARISH	71055SSCTD11MIL	ASSOCIATED NATURAL GAS INC. MINDEN PLANT	258	ASSOCIATED NATURAL GAS INC	11 MILES N. ON U.S. HWY. 159
30.203024	-91.015172	61	ASCENSION PARISH	70734RBCNN9156H	RUBICON LLC	135		9156 HIGHWAY 75
32.54802	-92.61563	61	LINCOLN PARISH	7127WCSTLC17IND	COASTAL CHEMICAL CO LLC	263		1700 INDUSTRIAL DR
32.546411	-92.763639	61	LINCOLN PARISH	71275BLLGLHWY56	ARDAGH GLASS INC	189	ARDAGH HOLDINGS USA INC	4241 HWY 563
30.210259	-91.018844	60	ASCENSION PARISH	7073WMTHNX4171H	METHANEX USA SERVICES LLC	194		4171 HWY 73
32.908333	-92.252944	60	UNION PARISH	71260MRNPRHIGHW	MARION PRESSURE TREATING CO., INC.	142		HWY. 551
32.519823	-93.725725	60	BOSSIER PARISH	71111NRTHW430HA	NORTHWEST PIPE CO	369	NORTHWEST PIPE CO	430 HAMILTON RD
32.46928	-93.81012	60	CADDO PARISH	71109DLTDS4201P	BRENNTAG SOUTHWEST INC SHREVEPORT	205	BRENNTAG INC	4201 PRO ST
30.1832	-90.99716	59	ASCENSION PARISH	70734VNWTR34200	UNIVAR USA INC GEISMAR	443	UNIVAR USA INC	34200 DISTRIBUTION LN
29.981469	-91.765784	59	IBERIA PARISH	70560BJNCH3704O	BJ CHEMICAL SERVICES	194	BJ SERVICES CO USA	3704 E OLD SPANISH TRAIL
32.55899	-92.94141	59	BIENVILLE PARISH	71001HYNSNPOBOX	HAYNES INTERNATIONAL INC	294	HAYNES INTERNATIONAL INC	3786 2ND ST
31.719722	-93.075	59	NATCHITOCHES PARISH	7145WPLGRM8PILG	PILGRIM'S NATCHITOCHES FEED MILL	192	JBS USA FOOD CO	800 PILGRIM'S DR
32.59949	-93.30565	59	WEBSTER PARISH	71055KRCST1200D	SCAPA ROLLS	300	SCAPA ROLLS	1200 DAVENPORT DR.
31.6288	-93.6471	59	SABINE PARISH	71486WLLMTLAHWY	WEYERHAEUSER NR CO ZWOLLE DIV	335	WEYERHAEUSER CO	2792 OBRIE ST
32.52573	-93.75922	59	CADDO PARISH	71107LLYPP740NM	SHAW ALLOY PIPING PRODUCTS INC	359	CBI FABRICATION LLC	740 N MARKET ST
32.550278	-91.173889	58	EAST CARROLL PARISH	71276BRNSHPOBOX	BARNES HARDWOOD INC SONDHEIMER DIV	105		16998 HIGHWAY 65 S
29.98121	-91.76511	58	IBERIA PARISH	70560CHTFRHWY18	OUACHITA FERTILIZER CO. NEW IBERIA PLANT	175	ABELL CORP	3714 OLD SPANISH TRAIL E.
31.686111	-92.158056	58	LA SALLE PARISH	71342WBMCCHWY8W	WB MCCARTNEY OIL CO INC	160		21691 HWY 8
31.29417	-92.35111	58	RAPIDES PARISH	71361NTRNTWILLI	INTERNATIONAL PAPER CO PINEVILLE MILL	278	INTERNATIONAL PAPER CO	300 WILLIAMS LAKE RD
32.780384	-93.068043	58	CLAIBORNE PARISH	7104WBRRYP458HI	COVALENCE SPECIALTY COATINGS A SUBSIDIARY OF BERRY GLOBAL I	344	BERRY GLOBAL INC	4058 HIGHWAY 79
30.826157	-93.285261	58	BEAUREGARD PARISH	70634WSTVCPOBOX	INGEVITY SOUTH CAROLINA LLC	168	INGEVITY CORP	400 CROSBY RD
30.019501	-91.821452	57.5	IBERIA PARISH	70560BRSGRLAHWY	IBERIA SUGAR CO-OP INC	374		801 NORTH LANDRY DR
29.903827	-90.083214	57	JEFFERSON PARISH	70058VNDLN604DE	AVONDALE INDUSTRIES INC	94	AVONDALE INDUSTRIES INC	604 DESTREHAN AVE.
29.90717	-90.13095	57	JEFFERSON PARISH	70094HYDRL21KLE	HYDRIL WESTWEGO	237	TENARIS	201 KLEIN ST
30.0169	-90.40874	57	ST CHARLES PARISH	*	*	289	*	*
30.20404	-90.99189	57	ASCENSION PARISH	70734RPRDS36637	BASF NORTH GEISMAR SITE	225	BASF CORP	36637- B LA HWY 30
30.318804	-91.241425	57	IBERVILLE PARISH	7076WDDPSP21255	DDP SPECIALTY ELECTRONIC MATERIALS US INC - PLAQUEMINE MET	154	THE DOW CHEMICAL CO	21255 LA HIGHWAY 1 - BLOCK 45, BUILDING 4501
32.179893	-91.724998	57	FRANKLIN PARISH	71295MCRCHHWY15	MICRO CHEMICAL CO INC.	151		3393 FRONT ST
31.50157	-92.86179	57	NATCHITOCHES PARISH	71447MRTCP1695H	CHOPIN MILL	209	MARTCO LLC	1695 HWY 490
32.542778	-92.886667	57	BIENVILLE PARISH	71001CNGRBHWY8A	FOSTER FARMS ARCADIA FEEDMILL	306	FOSTER FARMS	7920 HWY 80 E
30.214192	-93.30859	57	CALCASIEU PARISH	7066WLCCLL22BAY	LACC LLC US/LOTTE CHEMICAL LOUISIANA LLC	285		2200 BAYOU D'INDE
32.34505	-93.97508	57	CADDO PARISH	71129RNLDF10818	ARNOLD FOREST PRODUCTS CORP	146		10818 PROVIDENCE RD
30.506944	-90.5075	56	TANGIPAHOA PARISH	70404SNDRSHWY19	SANDERSON FARMS INC	525	SANDERSON FARMS INC	HWY 190 W
30.199444	-91.013333	56	ASCENSION PARISH	70734LQDCRPOBOX	PRAXAIR INC	135	PRAXAIR INC	9154 HIGHWAY 75
30.206521	-91.017809	56	ASCENSION PARISH	70734BRDNC9288H	HEXION INC	153	HEXION HOLDINGS LLC	4338 HIGHWAY 73
30.468342	-91.179326	56	EAST BATON ROUGE PARISH	70802STHRN1145N	SOUTHERN IONICS INC.	183	SOUTHERN IONICS INC	1145 NEOSHO AVE.
30.44329	-91.22614	56	WEST BATON ROUGE PARISH	70767CSTRL1981S	BP LUBRICANTS USA INC	432	BP AMERICA INC	1981 S WESTPORT DR
30.650644	-91.281167	56	EAST BATON ROUGE PARISH	70791GRGPCZACHA	GEORGIA-PACIFIC CONSUMER OPERATIONS LLC	220	KOCH INDUSTRIES INC	1000 W MOUNT PLEASANT RD
32.785396	-92.386366	56	UNION PARISH	7124WRLDYN131WA	RELADYNE	225	RELADYNE LLC	1031 WARD CHAPEL RD
31.253803	-92.435692	56	RAPIDES PARISH	71302BRDNN3901S	HEXION INC - ALEXANDRIA PLANT	225	HEXION HOLDINGS LLC	3901 SUGAR HOUSE RD
32.03632	-92.649797	56	WINN PARISH	7142WJLDWN465TA	JELD-WEN	170	JELD-WEN INC	465 TANNEHILL RD
32.40121	-93.735758	56	CADDO PARISH	71136THBTS8800E	BOOTS CO USA INC	239	BOOTS CO	8800 ELLERBE RD
30.08783	-91.94	55	LAFAYETTE PARISH	70518VTCGR1249E	VETCO GRAY INC	283	VETCO INTERNATIONAL HOLDING (DELAWARE) INC	1249 EVANGELINE THRUWAY
32.49377	-92.08385	55	OUACHITA PARISH	71210CHTCC1300H	COCA-COLA BOTTLING CO OUACHITA	576	COCA-COLA ENTERPRISES INC	1300 MARTIN LUTHER KING BLVD
30.7844	-92.6769	55	ALLEN PARISH	71463KDLPLHWY16	BOISE CASCADE WOOD PRODUCTS-OAKDALE OPERATIONS	340	BOISE CASCADE CO	140 VAN PLY RD
32.531758	-93.759579	55	BOSSIER PARISH	71107JMSRV210KA	PRINTPACK INC.	243	PRINTPACK INC	210 KANSAS CITY AVE.
