MAX(SubmissionYear),FacilityID,FacilityNumber,FRSID,Latitude,Longitude,LLOverridden,GridCode,X,Y,LatLongSource,LLYear,LLNotes,RadialDistance,FacilityName,Street,City,County,State,ZIPCode,ZIP9,FIPS,STFIPS,DUNS,ParentDUNS,ParentName,StandardizedParentCompany,Region,FederalFacilityFlag,FederalAgencyName,PublicContactName,PublicContactPhone,PublicContactPhoneExtension,PublicContactEmail,StackHeight,StackVelocity,StackDiameter,StackTemperature,StackHeightSource,StackVelocitySource,StackDiameterSource,StackTemperatureSource,StackHeightNEIYear,StackVelocityNEIYear,StackDiameterNEIYear,StackTemperatureNEIYear,ChromHexPercent,ChromSource,NewIndustryFlag,ModeledNAICS,NAICSCode3Digit,NAICSCode4Digit,NAICSCode5Digit,NAICS1,NAICS2,NAICS3,NAICS4,NAICS5,NAICS6,SIC1,FinalReach,FinalCOMID,ReachSource,DistanceToReach,HEM3ID,DistanceToHEM3,LLConfirmed,WaterReleases,ModeledReleases,ModChromReleases,DistanceToTribalLand,TribalLandName,FullNameTribalLand
2001,75457MNNNGUSHWY,47839,110000598853,33.18551,-95.243775,0,14,86,1388,FRS,2019,NULL,NULL,HUNTINGTON TILE GROUP,HWY 67 W,MOUNT VERNON,FRANKLIN,TX,75457,75457,48159,48,53852885,NA,NA,NULL,6,C,NULL,BILL CREAMER,9035374561,NULL,NULL,12.5,11.7,0.9,422,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.430000007,6DigitNAICS,NULL,327122,327,3271,32712,327122,NULL,NULL,NULL,NULL,NULL,3253,NULL,1122837,NULL,1013.75386,13972,93635.48668,NULL,NULL,1,NULL,NULL,NULL,NULL
2015,7545WGRTST2993C,47840,110042002383,33.19827,-94.923195,1,14,123,1390,Manual,2012,TRI DQ Analysis,NULL,GREAT SOUTHERN WOOD PRESERVING INC,2993 COUNTY RD 3210,MOUNT PLEASANT,TITUS,TX,75455,75455,48449,48,57211823,57211823,GREAT SOUTHERN WOOD PRESERVING INC,GREAT SOUTHERN WOOD PRESERVING INC,6,C,NULL,KEVIN SAVOY,3345852291,NULL,KSAVOY@YELLAWOOD.COM,9.4,8.1,0.8,388.7,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,321114,321,3211,32111,321114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1008984,NULL,874.7968481,13977,89658.64026,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,7545WLTTMR779NR,47841,110055499394,33.308467,-96.559825,0,14,-64,1405,FRS,2019,NULL,NULL,LATTIMORE MATERIALS CORP - MELISSA RM,7790 NORTH HWY 5,MELISSA,COLLIN,TX,75454,75454,48085,48,NA,622258929,HOLCIM (US) INC,HOLCIM PARTICIPATIONS (US),6,C,NULL,HEATHER ELLER,5043304885,NULL,HEATHER.ELLER@LAFARGEHOLCIM.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1292068,NULL,968.2633517,53914,14557.86644,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,7545WMLSSP828NH,47842,110012802707,33.310199,-96.559305,0,14,-64,1405,FRS,2019,NULL,NULL,MELISSA PLANT,8280 N HWY 5,MELISSA,COLLIN,TX,75454,75454,48085,48,969962146,969962146,ARGOS USA CORP,ARGOS USA CORP,6,C,NULL,JENNIFER WARNER,9726210999,NULL,JWARNER@ARGOS-US.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1292068,NULL,948.7035521,53914,14756.16348,NULL,1,1,NULL,NULL,NULL,NULL
2018,7545WRGNSP29AIR,47843,110005166676,33.132371,-94.971075,0,14,118,1381,FRS,2019,NULL,NULL,ERGON ASPHALT & EMULSIONS INC - MT PLEASANT,209 AIRPORT ROAD,MOUNT PLEASANT,TITUS,TX,75455,75455,48449,48,122695240,87023743,ERGON INC.,ERGON INC,6,C,NULL,KATHY POTTS,6019333000,NULL,KATHY.POTTS@ERGON.COM,10.7,11.6,1,397,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.430000007,6DigitNAICS,NULL,324121,324,3241,32412,324121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1009014,NULL,2117.133598,3901,86695.70876,NULL,1,1,NULL,NULL,NULL,NULL
2018,7545WSTLFB232MC,47844,110069241868,33.28076,-96.57664,0,14,-66,1401,FRS,2019,NULL,NULL,STEELFAB TEXAS,2302 MCKINNEY ST,MELISSA,COLLIN,TX,75454,75454,48085,48,884571407,NA,STEELFAB INC,STEELFAB INC,6,C,NULL,VICTOR GONZALEZ,4692193533,NULL,VGONZALEZ@STEELFAB-INC.COM,10,9.1,0.8,298.1,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.170000002,6DigitNAICS,NULL,332312,332,3323,33231,332312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1292250,NULL,2341.529112,53914,11272.67573,NULL,NULL,1,1,NULL,NULL,NULL
2018,7545WTXMTP92EAS,47845,110037911070,33.16917,-94.95908,0,14,119,1386,FRS,2019,NULL,NULL,TXI-MT PLEASANT READY MIX,920 E 14TH ST,MOUNT PLEASANT,TITUS,TX,75455,75455,48449,48,809750912,809750912,MARTIN MARIETTA MATERIALS INC,MARTIN MARIETTA MATERIALS INC,6,C,NULL,AMANDA MILLER,9726476764,NULL,AMANDA.MILLER@MARTINMARIETTA.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1008982,NULL,712.9210109,3901,90334.78913,NULL,1,1,NULL,NULL,NULL,NULL
2018,75460FLXLT1601N,47846,110000457960,33.67774,-95.57715,0,14,48,1456,FRS,2019,NULL,NULL,POTTERS INDUSTRIES LLC,1601 NW 19TH ST,PARIS,LAMAR,TX,75460,75460,48277,48,2010858,NA,PQ CORP,PQ CORP,6,C,NULL,JOHN VAN SLOAN,9037851633,115,JOHN.VANSLOUN@POTTERSBEADS.COM,7.6,21.7,1.4,338.7,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.340000004,Default,NULL,327215,327,3272,32721,327215,NULL,NULL,NULL,NULL,NULL,3229,NULL,4298571,NULL,2656.474045,53914,109075.8099,NULL,1,1,NULL,NULL,NULL,NULL
2005,75460PCTXN1245S,47847,110034879228,33.632103,-95.570274,0,14,49,1449,FRS,2019,NULL,NULL,APAC TEXAS INC PARIS ASPHALT PLANT (410) BUSTER DIV,1245 SW LOOP 286,PARIS,LAMAR,TX,75460,75460,48277,48,5003264,5003264,ASHLAND INC,NULL,6,C,NULL,CHAD STONE,9037858941,NULL,NULL,10.3,12.8,1,397,Fac Spec,Fac Spec,Fac Spec,NAICS 4 Digit,2005,2005,2005,2014,0.430000007,6DigitNAICS,NULL,324121,324,3241,32412,324121,NULL,NULL,NULL,NULL,NULL,2951,NULL,4298577,NULL,1211.265632,53914,107175.7986,NULL,NULL,1,NULL,NULL,NULL,NULL
2004,75460PHLPS3010C,47848,110000457979,33.64999,-95.52234,0,14,54,1452,FRS,2019,NULL,NULL,PHILIPS LIGHTING CO,3010 CLARKSVILLE ST,PARIS,LAMAR,TX,75460,75460,48277,48,43290659,1291111,PHILIPS ELECTRONICS NA CORP,NULL,6,C,NULL,TERRY ERVIN,9037847453,NULL,NULL,10.4,10,0.6,315.9,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,335999,335,3359,33599,335999,NULL,NULL,NULL,NULL,NULL,3699,NULL,4298563,NULL,396.0815849,53914,112029.6683,NULL,NULL,1,NULL,NULL,NULL,NULL
1993,75460PRCSN800WC,47849,110000857555,33.677673,-95.564148,0,14,50,1456,FRS,2019,NULL,NULL,PRECISION PRINTING & PACKAGING INC,800 W CENTER ST,PARIS,LAMAR,TX,75460,75460,48277,48,38113270,98630254,ANHEUSER-BUSCH COS INC,NULL,6,C,NULL,DON PEIRCE,3149821700,NULL,NULL,10.7,10,0.7,355.4,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,322212,322,3222,32221,322212,NULL,NULL,NULL,NULL,NULL,2657,NULL,8348649,NULL,2226.673901,53914,110113.4983,NULL,NULL,1,NULL,NULL,NULL,NULL
2008,75460RTHGR20201,47850,110000506480,33.680967,-95.577117,0,14,48,1456,FRS,2019,NULL,NULL,SARA LEE CORP PARIS TX,2020 19TH ST NW,PARIS,LAMAR,TX,75460,75460,48277,48,139551691,5213962,SARA LEE CORP,NULL,6,C,NULL,MIKE CUMMINS,6305988412,NULL,MIKE.COMMINS@SARALEE.COM,3.4,5.6,0.3,394.3,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2008,2008,2008,2008,0.340000004,Default,NULL,311812,311,3118,31181,311812,NULL,NULL,NULL,NULL,NULL,2051,NULL,8348623,NULL,2628.151899,53914,109259.4421,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,75460SLGNC500NW,47851,110042082572,33.718056,-95.568222,0,14,49,1461,FRS,2019,NULL,NULL,SILGAN CONTAINERS MANUFACTURING CORP,500 NW LOOP 286 SUITE 101,PARIS,LAMAR,TX,75460,75460,48277,48,18205174,178277612,SILGAN HOLDINGS INC,SILGAN HOLDINGS INC,6,C,NULL,STEVAN VUKCEVICH,9037399104,NULL,SVUKCEVICH@SILGANCONTAINERS.COM,12.2,13.5,0.7,293.1,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.340000004,Default,NULL,332431,332,3324,33243,332431,NULL,NULL,NULL,NULL,NULL,3411,NULL,8348565,NULL,1129.621963,53914,112098.5474,NULL,NULL,1,NULL,NULL,NULL,NULL
1993,75460SPRRTLOOP2,47852,110002132031,33.678772,-95.588586,0,14,47,1456,FRS,2019,NULL,NULL,SUPERIOR TECHNOLOGIES INC,2615 NW LOOP 286,PARIS,LAMAR,TX,75460,75460,48277,48,62044509,139571996,E & GT INC,NULL,6,C,NULL,JACK DANNER,9037843302,NULL,NULL,10.4,10,0.6,315.9,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,335931,335,3359,33593,335931,NULL,NULL,NULL,NULL,NULL,3643,NULL,8348623,NULL,2354.917599,53914,108220.9619,NULL,NULL,1,NULL,NULL,NULL,NULL
1988,75460SSMPR700WC,47853,110002132040,33.67725,-95.56341,0,14,50,1456,FRS,2019,NULL,NULL,SESAME PRODUCTS INC,700 W CENTER ST,PARIS,LAMAR,TX,75460,75460,48277,48,26921312,43614130,MCCORMICK & CO INC,NULL,6,C,NULL,RANDAL MAHANAY,2147847419,NULL,NULL,11.7,7.2,0.6,392,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,311999,311,3119,31199,311999,NULL,NULL,NULL,NULL,NULL,2099,NULL,8348649,NULL,2170.530776,53914,110149.2958,NULL,NULL,1,NULL,NULL,NULL,NULL
2004,75460STHWS1415S,47854,110000457997,33.64275,-95.58291,0,14,47,1451,FRS,2019,NULL,NULL,SOUTHWESTERN FOUNDRY LTD,1415 19TH ST SW,PARIS,LAMAR,TX,75460,75460,48277,48,NA,NA,BDR GROUP,NULL,6,C,NULL,JERRY TYLER,9039826816,NULL,NULL,11.3,7.8,0.5,310.9,Fac Spec,Fac Spec,Fac Spec,NAICS 4 Digit,2005,2005,2005,2014,0.029999999,6DigitNAICS,NULL,331525,331,3315,33152,331525,NULL,NULL,NULL,NULL,NULL,3366,NULL,4298571,NULL,244.6037882,53914,106702.1262,NULL,NULL,1,NULL,NULL,NULL,NULL
1998,75461BBCCK12001,47855,110000458004,33.65189,-95.57677,0,14,48,1452,FRS,2019,NULL,NULL,BABCOCK & WILCOX CO,1200 19TH ST SW,PARIS,LAMAR,TX,75460,75460,48277,48,1289065,47758503,MCDERMOTT INTERNATIONAL INC,NULL,6,C,NULL,RICHARD E THOMAS,9037842571,NULL,NULL,9.7,8.6,0.6,308.1,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,332996,332,3329,33299,332996,NULL,NULL,NULL,NULL,NULL,3443,NULL,4298571,NULL,563.7762423,53914,107688.8988,NULL,NULL,1,1,NULL,NULL,NULL
1999,75461CMPBL500NW,47856,110069544416,33.718056,-95.568222,0,14,49,1461,FRS,2019,NULL,NULL,CAMPBELL SOUP SUPPLY CO,500 NW LOOP 286,PARIS,LAMAR,TX,75461,754619016,48277,48,1288042,1288042,CAMPBELL SOUP CO,NULL,6,C,NULL,DENNIS DAWSON,9037372314,NULL,NULL,12.2,10.1,0.9,449.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,311422,311,3114,31142,311422,NULL,NULL,NULL,NULL,NULL,2032,NULL,8348565,NULL,1129.621963,53914,112098.5474,NULL,NULL,1,NULL,NULL,NULL,NULL
1993,75461KMBRLLOOP2,47857,110006683687,33.683206,-95.577777,0,14,48,1456,FRS,2019,NULL,NULL,KIMBERLY-CLARK CORP PARIS TEXAS PLANT,LOOP 286 FM 137 INTERSECTION,PARIS,LAMAR,TX,75461,75461,48277,48,120548680,6072136,KIMBERLY-CLARK CORP,NULL,6,C,NULL,CHARLES A. LYNCH,9037375100,NULL,NULL,10.7,10,0.7,355.4,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,322291,322,3222,32229,322291,NULL,NULL,NULL,NULL,NULL,2676,NULL,8348623,NULL,2392.561875,53914,109332.916,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2000,75461LVRRB2305N,47858,110000458013,33.68044,-95.583063,0,14,47,1456,FRS,2019,NULL,NULL,OLIVER RUBBER CO,2305 N W LOOP 286,PARIS,LAMAR,TX,75461,754610309,48277,48,38828224,5037601,COOPER TIRE & RUBBER CO,NULL,6,C,NULL,NULL,NULL,NULL,NULL,9.4,10,0.6,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,326211,326,3262,32621,326211,NULL,NULL,NULL,NULL,NULL,3011,NULL,8348623,NULL,2402.7871,53914,108755.3879,NULL,1,1,NULL,NULL,NULL,NULL
2017,7546WTXPRS1245L,47859,110055234955,33.630441,-95.572702,0,14,49,1449,FRS,2019,NULL,NULL,TXI-PARIS READY MIX,1245 LOOP-286 LOOP,PARIS,LAMAR,TX,75460,75460,48277,48,809750912,809750912,MARTIN MARIETTA MATERIALS INC,MARTIN MARIETTA MATERIALS INC,6,C,NULL,AMANDA MILLER,9726476764,NULL,AMANDA.MILLER@MARTINMARIETTA.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4298571,NULL,974.6969413,53914,106890.8892,NULL,1,1,NULL,NULL,NULL,NULL
1992,75472WRPRDHWY69,47860,110006645693,32.933975,-95.877151,0,14,14,1353,FRS,2019,NULL,NULL,AAA WIRE PRODUCTS INC,HWY 69 S,POINT,RAINS,TX,75472,75472,48379,48,46671707,7140874,TALBOT INDUSTRIES INC,NULL,6,C,NULL,FRED JANSEN,9035982225,NULL,NULL,9.2,8.9,0.6,353.7,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,332618,332,3326,33261,332618,NULL,NULL,NULL,NULL,NULL,3496,NULL,5293317,NULL,739.3624863,53911,44128.27032,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,75473SRMYCSH271,47861,110037149458,33.799989,-95.533912,0,14,53,1473,FRS,2019,NULL,NULL,US ARMY NATIONAL GUARD CAMP MAXEY RANGES,6351 US HWY 271 N,POWDERLY,LAMAR,TX,75473,75473,48277,48,NA,NA,US DEPARTMENT OF DEFENSE,US DEPARTMENT OF DEFENSE,6,F,DOD,"DAVID N. BOUCHER, PG",5127825753,NULL,DAVID.N.BOUCHER.NFG@MAIL.MIL,9.8,8.2,0.6,366.5,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.370000005,6DigitNAICS,NULL,928110,928,9281,92811,928110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8348433,NULL,514.565989,53925,108257.0282,NULL,NULL,NULL,NULL,5.495348987,The Choctaw Nation of Oklahoma,The Choctaw Nation of Oklahoma
2018,7547WLDCST631HI,47862,110064459722,33.781041,-95.534267,0,14,53,1470,FRS,2019,NULL,NULL,OLDCASTLE LAWN & GARDEN,6301 HWY 271 N,POWDERLY,LAMAR,TX,75473,75473,48277,48,NA,852849529,OLDCASTLE INC,CRH AMERICAS INC,6,C,NULL,ELAINE RAPER,9032499055,NULL,ELAINE.RAPER@OLDCASTLE.COM,9.1,10.1,0.8,312,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,321999,321,3219,32199,321999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8348817,NULL,1382.354057,53925,108853.3715,NULL,NULL,NULL,NULL,6.754747082,The Choctaw Nation of Oklahoma,The Choctaw Nation of Oklahoma
1997,75482BRDNN500NO,47864,110000769669,33.14447,-95.59638,0,14,46,1382,FRS,2019,NULL,NULL,BORDEN MILK PRODUCTS LLC,500 N JACKSON ST,SULPHUR SPRINGS,HOPKINS,TX,75482,75482,48223,48,92940766,92940766,BORDEN MILK PRODUCTS LLC,NULL,6,C,NULL,GARY MULSON,9038857573,NULL,NULL,14.5,9.5,0.7,439,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,311511,311,3115,31151,311511,NULL,NULL,NULL,NULL,NULL,2026,NULL,1122683,NULL,836.7613973,53911,79066.20866,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,75482CHLLN902HI,47865,110008060267,33.14897,-95.62421,0,14,43,1383,FRS,2019,NULL,NULL,EXTERIOR DOOR SULPHUR SPRINGS,902 HILLCREST DR,SULPHUR SPRINGS,HOPKINS,TX,75482,75482,48223,48,9040288,9040288,JELD-WEN INC,JELD-WEN INC,6,C,NULL,KEITH KULTGEN,9038850660,309,KKULTGEN@JELDWEN.COM,9.1,10.1,0.8,312,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,321911,321,3219,32191,321911,NULL,NULL,NULL,NULL,NULL,2431,NULL,1122911,NULL,2728.968566,53911,77340.02555,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,75482CLYTN2800M,47866,110000458022,33.131502,-95.647527,0,14,40,1380,FRS,2019,NULL,NULL,CLAYTON SULPHUR SPRINGS,2600 MAIN ST,SULPHUR SPRINGS,HOPKINS,TX,75482,75482,48223,48,11225617,118119528,BERKSHIRE HATHAWAY,BERKSHIRE HATHAWAY INC,6,C,NA,AMY HULEN,8653803000,NULL,AMY.HULEN@CLAYTONHOMES.COM,9.1,10.1,0.8,312,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,321991,321,3219,32199,321991,NULL,NULL,NULL,NULL,NULL,2451,NULL,1122687,NULL,2427.864728,53911,74430.7286,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1994,75482CNSPR419EA,47867,110002132077,33.119188,-95.587116,0,14,47,1379,FRS,2019,NULL,NULL,OCEAN SPRAY CRANBERRIES INC,419 E INDL DR,SULPHUR SPRINGS,HOPKINS,TX,75482,75482,48223,48,1050897,1050897,OCEAN SPRAY CRANBERRIES INC,NULL,6,C,NULL,CRAIG MILLER,9038858676,NULL,NULL,12.2,10.1,0.9,449.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,311421,311,3114,31142,311421,NULL,NULL,NULL,NULL,NULL,2086,NULL,1122705,NULL,442.9735583,53911,78088.92771,NULL,NULL,1,NULL,NULL,NULL,NULL
1988,75482HNCXX906HI,47868,110000896246,33.1489,-95.62095,0,14,43,1383,FRS,2019,NULL,NULL,HON CO,906 HILLCREST DR,SULPHUR SPRINGS,HOPKINS,TX,75482,75482,48223,48,5269709,NA,HON INDUSTRIES INC,NULL,6,C,NULL,DON SEMPLE,2148850971,NULL,NULL,8.5,10.9,0.8,294.3,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,337214,337,3372,33721,337214,NULL,NULL,NULL,NULL,NULL,2522,NULL,1122911,NULL,2884.639066,53911,77571.3884,NULL,NULL,1,NULL,NULL,NULL,NULL
1998,75482PGRNNFM187,47869,110000458031,33.10301,-95.514351,0,14,56,1376,FRS,2019,NULL,NULL,AP GREEN REFRACTORIES INC,FM 1870 E,SULPHUR SPRINGS,HOPKINS,TX,75482,75482,48223,48,6504005,792521445,GLOBAL INDUSTRIAL TECHNOLOGIES INC,NULL,6,C,NULL,MICHAEL LUKART,4125626383,NULL,NULL,12.5,11.7,0.9,422,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327124,327,3271,32712,327124,NULL,NULL,NULL,NULL,NULL,3255,NULL,1122871,NULL,1013.546343,53911,82744.0816,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,75482RCKWL1511J,47870,110000619304,33.14568,-95.56436,0,14,50,1382,FRS,2019,NULL,NULL,FLOWSERVE SULPHUR SPRINGS OPERATION,1511 JEFFERSON SUITE A,SULPHUR SPRINGS,HOPKINS,TX,75482,75482,48223,48,789634763,4241550,FLOWSERVE CORP,FLOWSERVE CORP,6,C,NULL,RON MILLER,9034393391,NULL,RONMILLER@FLOWSERVE.COM,9.7,8.6,0.6,308.1,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.25,6DigitNAICS,NULL,332911,332,3329,33291,332911,NULL,NULL,NULL,NULL,NULL,3494,NULL,1122701,NULL,1354.207502,53911,81531.92101,NULL,1,1,1,NULL,NULL,NULL
2018,75482SPCLT300IN,47871,110000458040,33.122565,-95.585342,0,14,47,1379,FRS,2019,NULL,NULL,SAPUTO DAIRY FOODS USA LLC,300 IND US TRIAL DR,SULPHUR SPRINGS,HOPKINS,TX,75482,75482,48223,48,185088770,796426286,SAPUTO CHEESE USA INC,SAPUTO CHEESE USA INC,6,C,NA,JOE WALLACE,9038850881,211,JOE.WALLACE@SAPUTO.COM,14.5,9.5,0.7,439,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,311511,311,3115,31151,311511,NULL,NULL,NULL,NULL,NULL,2037,NULL,1122705,NULL,801.2317652,53911,78441.58963,NULL,NULL,1,NULL,NULL,NULL,NULL
2009,75482SSCTD1101M,47872,110000504339,33.134722,-95.618611,0,14,44,1381,FRS,2019,NULL,NULL,DAIRY FARMERS OF AMERICA INC. SULPHUR SPRINGS,1101 MAIN ST,SULPHUR SPRINGS,HOPKINS,TX,75483,75483,48223,48,11312522,29855640,DAIRY FARMERS OF AMERICA INC,NULL,6,C,NULL,MARK GUNDERSON,9033474200,NULL,MGUNDERSON@DFAMILK.COM,14.5,9.5,0.7,439,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,311514,311,3115,31151,311514,NULL,NULL,NULL,NULL,NULL,2026,NULL,1122705,NULL,2440.65723,53911,76765.15328,NULL,NULL,1,NULL,NULL,NULL,NULL
2018,75486LDTRL25MIL,47873,110059708400,33.71902,-95.83772,0,14,18,1461,FRS,2019,NULL,NULL,LOAD TRAIL LLC,220 FM 2216,SUMNER,LAMAR,TX,75486,75486,48277,48,948116207,NULL,NA,NA,6,C,NULL,BRYAN GEESLIN,9037833985,NULL,BRYAN.GEESLIN@LOADTRAIL.COM,10.8,7.4,0.7,295.4,Fac Spec,Fac Spec,Fac Spec,NAICS 4 Digit,2005,2005,2005,2014,0.239999995,6DigitNAICS,NULL,333111,333,3331,33311,333111,NULL,NULL,NULL,NULL,NULL,3523,NULL,8348559,NULL,860.3396866,53914,91997.58495,NULL,NULL,1,1,8.008470884,The Choctaw Nation of Oklahoma,The Choctaw Nation of Oklahoma
2018,7548WPJTRL187FM,47874,110059177554,33.716915,-95.834754,0,14,19,1461,FRS,2019,NULL,NULL,PJ TRAILERS MFG,1807 FM 2352,SUMNER,LAMAR,TX,75486,75486,48277,48,NA,NULL,NA,NA,6,C,NULL,JOSH HOSTETLER,9036690205,NULL,JOSHH@PJTRAILERS.COM,12.2,15.1,0.9,305.4,Fac Spec,Fac Spec,Fac Spec,Fac Spec,2014,2014,2014,2014,0.050000001,6DigitNAICS,NULL,333924,333,3339,33392,333924,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8348559,NULL,954.5373684,53914,92055.19636,NULL,1,1,1,8.147145477,The Choctaw Nation of Oklahoma,The Choctaw Nation of Oklahoma
2018,7548WTXSLP131LP,47875,110060261309,33.154163,-95.617677,0,14,44,1383,FRS,2019,NULL,NULL,TXI-SULPHUR SPRINGS READY MIX,1301 LOOP 301,SULPHUR SPRINGS,HOPKINS,TX,75482,75482,48223,48,809750912,809750912,MARTIN MARIETTA MATERIALS INC,MARTIN MARIETTA MATERIALS INC,6,C,NULL,AMANDA MILLER,9726476764,NULL,AMANDA.MILLER@MARTINMARIETTA.COM,9.8,7.9,0.8,299.8,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,NAICS 4 Digit,2014,2014,2014,2014,0.340000004,Default,NULL,327320,327,3273,32732,327320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1122907,NULL,2517.369367,53911,78176.04705,NULL,1,1,NULL,NULL,NULL,NULL
