id,year,value
694,2006,4.34019
694,2009,14.90578
694,2010,31.12708
694,2011,26.92269
694,2012,27.84322
694,2013,182.98435
694,2014,49.00848
694,2015,67.62495
703,2019,0.0
704,2005,136.3001
704,2006,1061.50563
704,2007,266.6262
704,2008,203.1923
704,2009,466.03687
704,2010,726.7353
705,2005,1.40169
705,2006,1.19799
705,2007,0.89535
705,2008,1254.92012
705,2009,141.1658
705,2010,181.24297
705,2011,56.18994
705,2012,124.83605
705,2013,1.36
705,2014,0.77629
705,2015,1.35733
705,2016,22.28479
705,2017,46.90461
705,2018,102.183
705,2019,38.2033
705,2020,115.9428
706,2005,3.92463
706,2006,306.82176
706,2008,10.26569
706,2009,3.03814
706,2010,303.11645
706,2011,10.58474
706,2012,167.64596
706,2013,138.98807
706,2014,3.54472
706,2015,0.52184
706,2016,306.19003
706,2017,0.0
706,2018,1.88618
706,2019,0.0
706,2020,0.0
710,2005,0.59732
710,2006,0.0
710,2007,31.59013
710,2008,60.49682
710,2009,40.21633
710,2010,11.71487
710,2011,457.77845
710,2012,252.11678
710,2013,218.47324
710,2014,16.84323
710,2015,4913.09739
710,2016,83.52164
710,2017,49.66389
710,2018,0.0
710,2019,1286.78671
710,2020,1752.12267
716,2011,0.0
716,2017,0.0
716,2018,0.0
716,2019,4633.11623
724,2005,0.0
724,2006,0.0
724,2007,0.0
724,2008,0.0
724,2009,0.0
724,2010,0.0
724,2011,0.0
724,2012,0.0
724,2013,0.0
724,2014,0.0
724,2015,0.0
724,2016,0.0
724,2017,0.0
724,2018,0.0
724,2019,0.0
728,2016,4.61573
729,2005,23404.71562
729,2006,26530.47333
729,2007,22087.0515
729,2008,17954.23819
729,2009,16477.24523
729,2010,13006.10318
729,2011,10066.04947
729,2012,6438.24094
729,2013,5522.10004
729,2014,617.63387
729,2015,16762.2161
729,2016,788.07638
729,2017,1059.95816
729,2018,4947.9127
729,2019,1858.66032
748,2005,217.33121
748,2006,217.82136
748,2007,34318.33287
748,2008,27900.25074
748,2009,24785.50736
748,2010,18262.23631
748,2011,15568.00931
748,2012,9415.39538
748,2013,20226.07894
748,2014,23348.1801
748,2015,17947.24735
748,2016,56762.46207
748,2017,16401.10931
748,2018,52.22873
748,2019,34317.88826
748,2020,30246.14985
752,2005,0.0
752,2006,0.0
752,2007,0.0
752,2008,0.0
752,2009,0.0
752,2010,0.0
752,2011,0.0
752,2012,0.0
752,2013,0.0
752,2014,0.04104
752,2015,0.0
752,2016,0.0
752,2017,0.0
752,2018,0.0
752,2019,0.0
752,2020,4381.48256
756,2005,4893.45403
756,2006,5263.82659
756,2007,4289.0269
756,2008,3101.51098
756,2009,6642.27955
756,2010,3244.27767
756,2011,5429.21874
756,2012,4200.9016
756,2013,3548.73581
756,2014,2939.03637
756,2015,3183.05499
756,2016,2462.83946
756,2017,3635.23426
756,2018,6246.38438
756,2019,3855.20251
760,2005,3.45838
760,2006,6.44306
760,2007,2.22353
760,2008,4.40379
760,2009,0.80166
762,2015,141.19911
762,2016,47.86708
762,2017,17.70216
762,2018,35.77689
762,2019,21.74654
762,2020,21.86075
764,2015,178.7245
764,2016,72.16575
764,2017,130.08604
764,2018,214.98486
768,2005,30.04469
768,2006,45.41132
768,2007,575.26917
768,2008,657.75501
768,2009,83.04491
768,2010,247.19392
768,2011,73.56037
768,2012,51.00529
768,2013,85.5534
768,2014,157.94347
768,2015,11.89378
768,2016,149.37512
768,2017,61.45166
768,2018,30.4543
768,2019,249.03029
768,2020,100599.97405
772,2005,0.0
772,2009,0.0
772,2011,0.0
776,2005,0.0
776,2006,0.0
776,2007,0.0
776,2008,0.0
776,2009,6.78406
776,2010,0.0
776,2011,334.13396
776,2012,0.0
776,2013,0.0
776,2014,4374.71569
776,2015,0.0
776,2016,0.0
776,2017,0.0
776,2018,81954.79951
776,2019,612.45777
776,2020,67.56018
780,2005,1.236
780,2006,0.0
780,2007,0.0
780,2008,0.0
780,2009,0.0
780,2010,0.0
780,2011,0.0
780,2012,0.0
780,2013,0.0
780,2014,0.29732
780,2015,431.14339
780,2016,373.66265
780,2017,1742.40196
780,2018,3528.85867
780,2019,2869.60634
780,2020,1196.56741
784,2007,0.23916
784,2008,2.33207
784,2009,0.74523
784,2010,0.83041
784,2011,0.91651
784,2012,2.25334
784,2013,5.60992
784,2014,3.87454
784,2015,6.42132
784,2016,3.54121
784,2017,2.75142
784,2018,5.93584
784,2019,3.48284
784,2020,2240.36646
788,2005,0.08905
788,2006,1.99976
788,2007,13.83831
788,2008,0.18244
788,2009,145.51064
788,2010,0.0
788,2011,8.11777
788,2012,4.72942
788,2013,0.1826
788,2018,162.29134
792,2005,44.1009
792,2006,12.57296
792,2007,76.78407
792,2008,2.00511
792,2009,3.91531
792,2010,165.88582
792,2011,98.74837
792,2012,3.62435
792,2013,0.70173
792,2014,1.09143
792,2015,33.81083
792,2016,18.14825
792,2017,38.02104
792,2018,23.42328
792,2019,135.44826
792,2020,527.58161
795,2019,0.0
798,2011,0.0
798,2015,0.0
798,2016,8950.5622
798,2017,0.0
798,2018,0.0
798,2019,0.0
798,2020,38568.52103
800,2005,0.0
800,2006,27.26471
800,2007,230.02181
800,2008,44.37473
800,2009,18.02229
800,2010,77.71639
800,2011,104.37386
800,2012,176.89323
800,2013,49.02994
800,2014,16.46911
800,2015,18.6211
800,2016,41.25433
800,2017,0.0
800,2018,0.0
800,2019,5.05359
800,2020,309.83368
804,2005,0.27176
804,2006,0.44707
804,2007,3.93408
804,2008,74.63149
804,2009,17.42473
804,2010,2.6735
804,2011,0.22369
804,2012,0.35861
804,2013,5.28952
804,2014,16.69765
804,2015,12.58429
804,2016,108.29549
804,2017,76.80791
804,2018,6.13263
804,2019,108.06362
804,2020,2788.44218
818,2005,36.27453
818,2006,35.47349
818,2007,43.14972
818,2008,49.45237
818,2009,47.70092
818,2010,47.3841
818,2011,35.18832
818,2012,27.36282
818,2013,26.28595
818,2014,28.68671
818,2015,22.85128
818,2016,23.81042
818,2017,21.33428
818,2018,18.93558
818,2019,23.09193
818,2020,155.37162
826,2005,0.0
826,2006,0.0
826,2007,0.0
826,2008,0.0
826,2009,0.0
826,2010,0.0
826,2011,0.0
826,2012,0.0
826,2013,0.0
826,2014,0.0
826,2015,0.0
826,2016,0.0
826,2017,0.0
826,2018,0.0
826,2019,0.0
826,2020,5.57811
834,2005,1.18335
834,2006,0.2655
834,2007,15.26741
834,2008,0.52325
834,2009,250.88319
834,2010,71.40581
834,2011,51.90097
834,2012,5.31528
834,2013,43.38829
834,2014,0.0
834,2015,294.80297
834,2016,670.81426
834,2017,238.96659
834,2018,379.43206
834,2019,220.83783
834,2020,361.51477
840,2015,80.82486
840,2016,178.62257
840,2017,645.01237
840,2018,162.74297
840,2019,41.73005
854,2005,35.15864
854,2006,138.87575
854,2007,945.81733
854,2008,71.27745
854,2009,1236.74693
854,2010,185.7418
854,2011,66.43666
854,2012,50.37187
854,2013,24.23396
854,2014,74.54537
854,2015,129.83392
854,2016,200.02735
854,2017,173.80167
854,2018,122.54447
854,2019,0.0
858,2005,328.85817
858,2006,43.98387
858,2007,576.70968
858,2008,7.51854
858,2009,421.83145
858,2010,280.46812
858,2011,13.78962
858,2012,128.0264
858,2013,300.96582
858,2014,329.9574
858,2015,1122.72921
858,2016,1252.59251
858,2017,354.63135
858,2018,21.42051
858,2019,526.26762
858,2020,568.46503
860,2019,0.00298
860,2020,288.31936
862,2005,162.02814
862,2006,90.56174
862,2007,485.13629
862,2008,49.90985
862,2009,18.40462
862,2010,80.26036
862,2011,109.44039
862,2012,135.3436
862,2013,36.86573
862,2014,49.40922
862,2015,2.38017
876,2020,0.0
882,2005,0.0
882,2006,0.0
882,2008,0.0
882,2009,5653.11862
882,2012,0.0
882,2013,0.0
882,2014,0.0
882,2015,0.0
882,2016,0.0
882,2018,192.22758
882,2019,2837.59969
882,2020,96.29344
887,2005,7254.13947
887,2006,9748.8801
887,2007,5821.53969
887,2008,13753.80279
887,2009,3781.41079
887,2010,9.57899
894,2005,0.0
894,2006,35.02792
894,2007,0.0
894,2008,12.80769
894,2009,86.76601
894,2010,5.35414
894,2011,0.0
894,2012,15.30541
894,2013,41.93332
894,2014,35.41163
894,2015,0.0
894,2016,15.87074
894,2017,0.0
894,2018,0.0
894,2019,12877.19401
