TotalemploymentnumberofjobsUmp,FarmemploymentUmpPCT,MiningquarryingandoilandgasextractionUmpPCT,ConstructionUmpPCT,ForestryfishingandrelatedactivitiesUmpPCT,HealthcareandsocialassistanceUmpPCT,PerCapitapersonalincome2018,GDP2018,PercentPopulationUnder18,PercentPopulationOver65,PercentNonwhite,PercentofPopulationBelowPovertyLevel,UnemploymentRate,Populationpersquaremile2010,discuss,discussOppose,reducetax,reducetaxOppose,CO2limits,CO2limitsOppose,localofficials,localofficialsOppose,governor,governorOppose,congress,congressOppose,president,presidentOppose,corporations,corporationsOppose,citizens,citizensOppose,regulate,regulateOppose,supportRPS,supportRPSOppose,drilloffshore,drilloffshoreOppose,drillANWR,drillANWROppose,fundrenewables,fundrenewablesOppose,rebates,rebatesOppose,mediaweekly,mediaweeklyOppose,prienv,prienvOppose,teachGW,teachGWOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmUS,harmUSOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose,affectweather,affectweatherOppose
24385.0,1.0,0.0,1.97,0.94,,32644.0,1389874,24.59,12.96,32.45,21.72,3.9,73.7,27.59,72.38,59.96,39.77,57.92,41.43,53.12,18.15,52.32,19.83,53.45,22.87,55.64,15.49,62.65,15.17,57.18,15.76,66.98,31.59,54.75,45.0,60.41,38.67,45.38,53.69,80.01,19.26,76.51,22.98,24.36,74.33,64.47,32.98,71.09,28.73,58.83,19.1,43.08,40.81,39.51,28.74,50.96,49.05,38.04,49.04,48.61,36.6,49.63,32.35,54.78,28.92,56.14,28.39,42.11,57.89,50.32,8.24
20814.0,1.75,0.02,1.49,1.22,,32526.0,1302673,26.63,14.23,35.71,24.94,3.2,83.6,31.67,68.2,62.22,38.18,61.64,38.25,54.03,17.14,54.2,18.51,57.66,21.36,59.08,14.16,65.41,14.13,60.98,13.92,67.83,30.71,55.55,43.92,57.32,41.49,40.48,58.02,81.4,17.51,76.59,22.85,28.54,70.7,66.33,31.11,74.05,26.33,61.39,16.96,47.62,35.92,43.91,25.17,55.62,44.3,42.03,47.49,53.83,33.47,53.51,30.38,58.59,26.98,60.55,25.34,45.62,54.38,52.96,7.55
58265.0,0.09,,2.16,,2.9,49473.0,3294683,25.89,12.26,24.97,8.54,3.0,427.6,30.14,69.99,58.63,41.27,55.3,44.58,49.94,19.81,48.21,21.44,45.93,26.72,52.24,19.05,60.59,15.44,55.75,16.11,67.49,31.99,55.32,45.31,61.86,38.26,44.1,55.67,80.26,19.82,78.25,21.87,28.74,69.88,64.51,33.56,68.73,31.12,57.71,21.67,43.09,39.78,42.26,33.21,50.48,49.67,34.67,55.28,46.36,42.67,49.44,36.0,55.73,31.18,55.05,32.82,40.1,59.91,49.64,9.08
6535.0,2.0,,2.28,,,32524.0,366696,26.06,15.13,30.72,23.85,3.4,75.8,27.05,72.92,59.54,40.01,56.33,42.94,52.63,18.13,51.47,20.17,52.73,23.48,55.13,15.76,62.52,15.2,56.67,15.8,66.52,32.09,54.01,45.86,61.86,37.25,46.09,53.02,79.86,19.43,76.58,22.86,23.93,74.83,64.47,32.82,70.63,29.19,57.65,19.65,41.99,41.78,38.03,29.36,50.26,49.78,37.48,49.29,48.12,36.7,48.68,32.82,53.82,29.51,55.32,29.02,41.91,58.09,49.63,8.3
64123.0,0.19,,1.65,,3.34,46438.0,3705520,25.49,12.79,23.17,11.52,2.9,288.8,29.91,70.14,57.99,41.74,58.23,41.73,51.74,18.62,52.04,20.39,53.73,24.85,56.52,17.6,65.56,14.18,58.69,14.98,67.74,31.15,54.78,44.95,59.62,38.93,42.88,56.52,80.65,18.37,78.09,21.39,28.23,70.69,65.17,32.59,71.02,29.19,59.06,20.45,43.88,39.12,43.69,30.02,51.38,48.72,36.54,52.87,48.76,39.0,50.8,33.77,56.92,29.88,57.83,28.79,40.66,59.34,48.57,8.78
2775.0,4.06,,3.89,,2.54,33784.0,165034,21.43,16.98,26.17,17.82,3.6,38.9,26.25,73.78,57.59,41.99,54.99,44.3,51.32,19.41,50.32,21.77,51.61,25.13,53.91,17.38,61.92,15.95,55.54,16.97,66.19,32.66,53.49,46.61,63.87,35.51,48.61,50.7,79.91,19.69,76.71,22.92,24.43,74.24,63.12,34.3,68.29,31.4,56.56,21.99,40.87,43.2,36.36,32.65,48.12,51.96,35.24,52.1,45.56,39.94,46.75,35.51,52.55,31.53,53.66,31.46,39.79,60.21,48.42,8.97
11615.0,0.97,,0.92,,,32540.0,712897,24.8,16.87,46.48,30.54,3.9,86.0,27.85,72.14,63.53,35.86,60.07,39.02,56.37,16.1,55.45,17.79,56.84,20.2,57.57,12.93,65.02,13.98,59.31,14.44,68.39,29.91,56.78,42.91,59.62,39.31,44.14,54.86,81.16,17.94,77.76,21.54,23.36,75.21,66.51,30.73,74.45,25.28,61.84,15.71,44.28,40.14,41.38,26.39,53.95,46.04,40.75,44.95,51.13,32.51,51.91,28.5,56.35,25.32,58.26,24.8,45.95,54.05,53.74,7.24
6046.0,1.04,0.06,,,2.13,35640.0,376102,19.19,17.72,4.9,16.09,3.3,95.6,29.65,70.24,56.36,44.26,54.91,45.13,46.82,21.24,45.67,23.54,48.38,28.49,52.5,20.38,60.81,16.71,55.65,17.01,63.91,35.26,51.18,48.81,63.25,36.09,45.62,53.09,80.14,19.2,75.61,24.05,29.7,69.68,62.39,35.09,65.85,34.44,56.53,24.84,41.49,41.46,38.26,33.14,46.92,53.11,34.22,57.74,46.27,43.98,46.53,40.64,52.68,37.18,54.09,35.75,37.66,62.34,47.17,9.67
13920.0,0.47,0.04,2.13,0.14,2.0,45201.0,814582,21.28,19.09,3.37,11.66,2.8,105.9,31.86,68.15,53.46,47.41,54.1,46.23,46.21,22.17,46.2,24.42,49.3,29.88,52.44,22.02,61.0,16.6,55.79,17.27,64.57,34.99,51.96,48.36,61.17,38.79,45.46,53.76,80.47,19.28,75.43,24.26,32.36,67.09,61.92,36.05,65.6,34.89,55.37,27.31,41.53,40.47,39.76,33.97,46.72,53.36,32.78,59.69,45.34,45.79,46.45,41.42,52.84,36.1,53.64,35.09,37.07,62.93,46.62,10.26
12438.0,1.46,,1.34,,,36150.0,824276,24.73,15.59,47.6,23.07,3.8,46.6,29.27,70.73,63.67,35.78,61.58,37.65,56.83,15.81,56.09,17.28,57.5,19.77,58.36,12.67,65.76,13.47,60.25,13.87,69.2,29.25,57.7,42.12,57.55,41.51,42.42,56.72,81.66,17.49,78.18,21.25,24.48,74.08,67.21,30.15,75.12,24.66,62.91,15.26,45.47,38.93,43.05,25.62,54.96,45.07,41.11,45.12,51.98,32.23,53.02,28.0,57.58,24.83,59.24,24.4,46.51,53.49,54.38,7.11
470182.0,0.0,,1.25,,3.41,50871.0,37396329,23.54,11.11,65.36,17.29,3.4,2585.7,43.27,56.87,74.65,24.87,75.69,24.17,67.36,11.08,70.85,11.0,76.42,11.99,70.42,7.32,79.05,8.88,74.31,8.97,78.29,20.76,68.7,31.42,45.27,55.03,30.25,68.41,87.83,11.66,83.25,16.68,30.03,68.28,74.27,23.51,86.03,14.17,80.82,8.31,58.82,28.9,66.28,16.14,69.9,30.14,52.71,37.43,64.28,23.33,68.19,18.44,72.81,15.03,73.81,14.67,58.73,41.27,67.91,5.0
7838.0,1.61,0.05,1.35,0.51,,30682.0,431156,20.47,16.26,32.98,20.08,5.4,44.0,26.75,73.23,58.43,41.37,55.73,43.61,51.89,18.69,50.74,20.84,51.75,24.23,54.14,16.46,61.64,15.79,55.89,16.5,65.98,32.7,53.53,46.39,62.54,36.62,47.32,51.78,79.69,19.72,76.13,23.41,24.24,74.53,63.57,33.89,69.32,30.45,57.01,20.59,41.26,42.56,37.72,30.43,48.79,51.24,36.56,50.59,47.0,38.33,47.84,34.19,53.0,30.8,54.52,30.18,40.67,59.33,49.11,8.6
5408.0,2.66,0.0,,1.18,,28297.0,312341,18.66,17.5,56.18,20.19,3.8,38.1,28.17,71.8,66.05,33.13,63.18,35.69,59.09,14.37,57.66,15.75,58.56,17.75,59.92,10.79,66.96,12.93,61.23,13.16,69.66,28.49,59.26,40.41,56.12,42.68,42.71,56.48,81.98,17.03,78.6,20.63,22.59,75.83,68.39,28.74,77.07,22.54,63.63,13.49,46.18,38.38,42.94,23.33,56.59,43.45,43.12,41.25,53.6,28.77,54.24,24.86,57.86,22.24,59.94,21.76,48.69,51.31,56.01,6.42
62170.0,0.11,0.01,1.17,0.16,4.66,34744.0,4198481,24.69,14.17,72.42,29.24,4.7,287.7,32.3,67.73,73.92,25.04,72.84,26.26,64.86,11.06,64.7,11.44,63.92,12.64,64.36,7.14,72.19,10.03,67.27,10.02,75.43,22.69,64.91,34.64,47.96,51.05,34.02,64.67,85.31,13.54,82.17,17.07,23.29,74.8,72.74,24.51,84.16,15.65,72.71,8.27,53.59,32.47,51.63,18.32,64.63,35.4,48.76,35.73,60.11,22.71,61.77,18.48,65.38,15.78,66.63,15.81,55.33,44.67,62.43,5.01
70912.0,0.05,,1.79,,2.5,35230.0,3848040,26.6,10.66,51.69,14.05,3.5,661.8,32.46,67.67,69.87,29.35,69.58,30.03,60.6,13.63,60.99,13.74,61.23,15.14,63.78,9.98,69.87,10.77,64.28,11.19,74.71,24.11,62.32,37.26,47.09,50.42,35.52,63.88,82.76,16.67,80.88,18.98,27.01,71.24,70.42,27.17,79.94,19.93,67.25,12.81,51.4,34.11,49.96,22.84,59.07,41.17,43.19,43.34,55.1,30.37,57.52,25.09,63.15,21.86,62.64,22.27,49.91,50.09,58.73,6.35
5831.0,2.28,0.0,,0.91,,38945.0,554226,24.81,18.46,53.8,27.03,3.9,21.5,26.03,74.01,63.73,35.01,59.34,39.31,57.78,15.43,56.2,17.14,56.18,19.47,57.12,12.22,64.75,13.72,58.44,14.48,69.01,29.24,57.61,42.27,60.07,38.93,45.51,53.92,80.82,18.41,78.39,20.89,20.6,77.69,66.83,30.33,74.53,24.84,61.16,14.91,42.96,42.09,39.01,26.77,53.39,46.69,40.14,43.29,49.94,31.58,51.08,27.33,55.35,24.28,57.08,24.38,45.93,54.07,53.43,7.04
917.0,2.23,0.0,,5.38,,27880.0,48865,28.42,10.9,21.84,28.17,2.8,9.7,31.13,68.76,58.0,42.84,59.49,40.86,49.66,20.15,50.75,21.19,53.75,24.6,57.59,17.7,62.55,15.33,58.31,15.49,66.35,32.59,53.05,46.31,58.22,40.81,41.7,56.82,79.58,19.53,75.03,24.73,29.4,70.03,63.66,33.94,70.18,30.52,58.51,21.8,46.1,36.03,42.52,27.18,52.09,47.86,38.85,51.85,50.63,38.09,50.9,34.32,56.83,31.14,57.57,29.73,41.24,58.76,47.63,9.08
18506.0,0.35,,2.13,,,41942.0,1789623,26.93,10.98,17.6,9.47,2.9,109.4,26.9,73.13,54.46,44.93,52.03,47.82,49.35,19.74,49.21,22.35,51.22,27.11,54.93,18.85,62.74,15.47,55.65,16.39,66.04,33.49,52.09,48.18,64.64,34.98,46.17,53.55,79.53,20.27,76.8,23.05,24.86,74.12,63.22,34.32,67.61,32.59,55.47,24.19,40.1,42.52,38.23,32.43,47.64,52.45,33.43,54.6,45.06,41.71,46.28,36.74,53.07,32.17,52.95,32.62,37.33,62.67,44.8,9.75
8781.0,1.45,0.56,1.47,,1.82,35448.0,577880,22.02,19.27,31.77,22.01,4.0,57.4,26.31,73.69,60.16,39.32,57.22,41.91,53.48,17.86,52.46,19.82,53.69,22.7,55.57,15.22,62.89,15.12,56.96,15.82,67.07,31.45,54.26,45.68,62.06,37.07,46.65,52.54,80.1,19.21,76.87,22.58,23.24,75.38,64.52,32.75,70.86,28.79,58.38,18.92,41.39,42.18,37.33,29.2,49.88,50.19,37.65,48.39,47.83,36.21,48.65,32.05,53.74,28.62,55.39,28.19,42.47,57.53,50.09,8.16
10097.0,1.33,0.0,1.44,0.62,,32187.0,624021,25.23,15.35,38.22,28.13,5.3,33.2,28.17,71.78,61.59,38.22,58.35,41.14,54.11,16.98,53.47,18.66,55.55,21.63,57.51,14.18,64.17,14.32,58.69,14.67,67.71,30.92,55.36,44.37,58.76,40.31,43.43,55.51,80.67,18.48,76.52,22.99,24.48,74.35,65.49,31.74,72.78,27.17,60.34,17.52,44.06,39.53,40.83,26.97,52.51,47.49,39.52,47.4,50.14,34.51,50.52,30.56,55.34,27.37,57.35,26.73,44.1,55.9,51.26,7.76
6023.0,1.27,0.0,1.71,0.6,,35212.0,348274,26.46,15.93,40.91,24.7,3.4,60.2,30.41,69.58,62.15,37.81,62.59,37.2,54.49,16.78,54.66,17.87,56.51,21.22,59.09,13.71,65.82,13.52,60.69,13.8,68.92,29.86,56.7,43.07,57.48,41.71,40.45,58.52,81.47,17.68,77.68,21.95,26.67,72.19,66.42,30.96,73.54,26.55,61.67,17.14,45.99,37.68,43.89,25.46,54.3,45.74,40.57,47.22,52.06,33.72,52.7,29.8,58.22,25.91,59.59,25.12,45.44,54.56,52.43,7.58
12107.0,0.56,0.0,3.63,,,35727.0,601484,17.39,26.99,2.97,15.55,3.3,61.2,30.75,69.28,56.35,44.51,57.3,43.18,47.27,21.21,48.09,22.71,51.04,26.37,55.04,19.47,61.81,15.39,56.65,16.09,66.84,32.81,53.62,46.54,61.37,38.53,43.19,55.8,81.05,18.62,76.78,23.41,31.95,67.41,62.55,35.07,67.98,32.58,55.25,24.04,43.76,38.86,41.54,31.14,48.8,51.25,34.29,57.85,46.53,43.89,48.07,39.02,55.33,34.47,55.76,33.78,37.84,62.16,47.74,9.85
69274.0,0.07,,2.05,,3.63,63515.0,4314130,23.77,16.53,30.88,6.26,3.0,548.3,34.19,65.89,62.93,36.8,62.35,37.31,54.43,17.2,55.25,18.69,56.86,23.28,56.94,15.48,67.35,13.4,61.9,13.85,69.98,28.99,58.1,42.44,55.43,44.43,41.38,58.02,82.94,16.62,80.22,19.59,31.53,67.2,67.84,30.29,73.56,26.4,64.29,18.22,48.59,37.22,46.73,28.3,55.71,44.43,39.38,51.96,52.27,37.1,54.69,32.1,60.16,28.5,61.09,28.38,45.13,54.87,58.06,7.67
53789.0,0.32,,1.12,,5.39,38524.0,3787411,23.49,15.88,21.59,17.39,3.8,188.9,28.24,71.75,57.74,41.71,55.24,44.47,51.1,18.62,50.52,20.63,51.07,25.52,55.18,17.49,63.31,14.83,57.12,15.29,66.79,32.41,53.66,46.47,61.31,38.11,44.09,55.28,80.47,19.01,77.45,22.19,25.88,73.04,64.82,32.66,70.39,29.76,56.25,22.18,42.87,39.52,39.01,30.29,49.88,50.26,36.07,52.55,47.98,39.1,49.21,34.6,55.44,30.7,55.73,30.83,39.58,60.43,47.19,8.93
122442.0,0.08,0.02,2.42,,2.75,62580.0,8676090,28.65,11.09,17.02,6.46,2.7,783.5,36.21,63.89,57.01,43.48,61.15,39.12,49.28,20.32,48.76,22.03,49.74,26.33,54.16,18.99,62.66,14.96,58.9,15.35,68.55,31.08,56.24,44.35,59.57,40.67,41.49,57.86,82.03,17.87,78.09,22.21,34.7,64.51,65.42,32.92,69.32,31.15,58.6,22.2,46.96,35.09,44.94,32.7,51.87,48.31,36.44,57.21,49.76,42.37,53.32,35.17,59.23,31.24,59.42,32.12,40.34,59.66,50.94,9.14
11900.0,2.92,0.03,1.74,0.23,,36672.0,899867,22.18,19.03,13.84,24.65,3.5,84.5,26.67,73.35,55.63,44.75,55.48,44.54,47.09,21.74,47.24,23.36,48.18,26.38,53.61,20.22,59.53,16.38,52.54,17.69,65.56,33.83,52.26,47.63,62.45,37.3,46.36,52.77,79.24,20.47,75.74,24.2,26.03,72.94,60.86,36.62,64.95,35.12,51.51,26.77,39.37,43.34,35.99,34.11,44.55,55.53,32.69,56.57,43.09,45.18,44.29,41.26,52.02,35.47,51.88,35.6,35.87,64.13,44.51,10.38
1201235.0,0.01,0.02,0.76,0.01,2.78,84386.0,152383941,22.82,10.77,54.98,15.49,3.5,1748.0,37.7,62.44,75.07,24.7,76.41,23.52,64.57,11.94,66.72,11.82,69.75,12.71,67.26,8.15,74.82,9.22,70.34,9.22,78.34,20.11,69.52,30.17,40.82,59.04,29.14,70.25,86.02,13.2,84.14,15.52,32.5,65.91,74.11,23.79,82.33,17.74,75.85,8.47,62.23,25.18,58.92,16.84,68.45,31.66,48.11,41.51,62.21,25.91,66.1,19.62,71.38,15.03,71.52,15.46,54.08,45.92,66.56,5.35
12160.0,0.9,,2.99,,1.37,35419.0,827846,20.29,22.52,8.72,18.64,3.5,66.3,32.52,67.52,57.26,43.75,60.64,40.12,48.27,21.02,50.74,21.73,53.88,25.46,57.78,19.11,63.52,14.69,58.49,15.39,68.19,31.53,54.9,44.99,57.22,42.71,40.22,58.83,80.68,18.92,76.65,23.66,32.38,67.04,62.82,34.91,69.7,31.05,59.28,23.51,45.52,36.25,45.89,28.95,50.09,49.94,34.91,57.05,47.4,43.0,49.48,37.43,57.14,32.48,56.82,31.98,38.97,61.03,48.07,9.87
863.0,4.42,0.0,,,,33931.0,44217,23.06,16.98,11.76,11.2,3.7,21.4,26.17,73.88,52.76,47.63,52.67,47.6,46.02,22.47,46.8,24.24,47.83,28.43,53.38,21.21,58.86,16.74,53.01,18.13,64.8,34.86,50.69,49.29,63.93,35.81,46.57,52.52,77.82,22.04,74.62,25.56,25.66,73.41,59.9,37.56,64.54,35.72,52.0,27.51,38.68,42.73,36.34,33.4,43.66,56.4,31.46,57.45,42.1,45.63,43.43,40.89,50.83,36.2,50.59,36.18,34.97,65.04,42.68,10.84
53700.0,0.04,,1.41,,3.42,46073.0,3524216,22.83,18.15,32.35,18.9,3.3,189.7,31.76,68.34,61.73,38.11,62.52,37.24,54.01,17.69,54.59,18.77,56.32,21.55,57.54,15.09,66.49,13.56,60.75,14.32,70.06,28.97,58.52,41.5,56.2,43.55,41.02,58.43,82.31,17.18,79.11,20.75,28.77,69.89,66.08,31.69,73.22,26.8,62.61,17.93,46.78,37.27,45.89,27.58,53.57,46.53,37.74,51.43,49.88,37.53,52.39,32.09,59.02,26.74,59.52,26.84,43.53,56.47,53.74,8.13
30828.0,0.74,0.02,1.55,0.17,2.38,36947.0,2159797,25.31,13.58,9.83,18.55,3.4,155.1,28.87,71.1,57.22,43.3,55.17,44.82,47.65,21.17,46.84,22.96,48.37,26.27,53.59,18.9,59.65,16.3,54.28,16.95,66.54,32.5,51.68,48.31,63.88,35.5,45.92,52.97,79.61,19.91,75.33,24.52,28.26,70.87,62.45,35.15,67.25,32.97,55.77,24.67,40.98,41.29,37.76,33.02,47.6,52.47,34.66,54.67,46.03,41.56,46.83,36.54,53.7,32.61,54.24,32.17,37.9,62.11,46.58,9.62
9316.0,2.69,0.04,1.91,1.18,,34899.0,672965,25.2,16.53,33.62,25.09,3.4,55.0,29.22,70.82,61.86,37.9,60.92,38.78,54.02,17.49,54.26,18.61,55.55,21.69,58.21,14.63,64.13,13.77,58.83,14.4,68.87,30.03,56.73,43.08,57.41,41.93,41.73,57.41,80.43,18.88,77.32,22.43,25.64,73.06,65.62,31.73,73.41,26.59,61.93,17.31,45.0,37.81,42.88,26.69,52.99,47.07,38.93,48.29,50.06,35.35,51.41,30.85,56.89,27.41,57.68,27.17,43.82,56.19,51.63,7.92
9984.0,0.77,,3.55,,2.74,55396.0,614673,19.29,27.06,40.97,21.65,3.9,41.3,30.33,69.69,61.03,38.71,59.5,39.96,54.88,16.65,53.84,18.35,55.54,21.98,57.27,14.0,64.7,13.82,59.45,14.18,67.64,31.11,56.42,43.73,59.36,39.86,43.36,55.71,81.8,17.47,77.9,21.72,27.2,71.56,66.77,30.74,72.96,26.89,61.26,17.12,44.32,40.07,42.42,27.23,53.76,46.33,39.97,47.72,51.56,34.11,52.27,30.22,56.57,27.51,58.37,26.9,45.54,54.46,53.53,7.44
571989.0,0.01,,2.53,,2.21,41458.0,44198573,27.66,8.87,49.33,12.05,3.0,1871.2,35.31,64.8,69.45,29.34,70.02,29.65,58.88,15.25,58.28,15.96,60.0,18.8,60.87,12.15,68.88,12.31,63.52,12.0,73.99,24.2,62.63,36.66,54.76,43.45,36.41,63.32,84.57,13.71,81.31,17.87,29.57,68.79,70.68,27.22,78.54,20.67,63.88,13.76,53.27,31.32,54.3,22.91,61.62,38.56,44.9,44.37,56.71,31.01,59.12,26.18,63.41,23.9,64.68,23.47,49.73,50.27,61.05,6.45
20385.0,0.71,,1.76,,1.53,33925.0,1392422,22.84,17.98,13.68,16.21,3.5,155.5,27.72,72.26,52.79,47.38,51.77,48.02,47.39,22.03,46.35,24.17,46.45,28.45,51.82,20.75,59.77,17.08,53.7,18.09,63.61,35.5,51.15,48.85,62.98,36.51,47.78,51.29,77.8,21.86,74.52,25.32,27.11,71.85,61.5,36.25,63.5,36.39,53.08,27.46,39.64,43.7,35.71,34.69,45.51,54.59,33.24,56.9,44.26,44.61,45.06,41.05,51.59,36.62,52.68,35.27,36.46,63.54,45.92,10.08
121156.0,0.19,,1.92,,3.74,43701.0,8764977,26.29,13.78,15.89,15.88,2.8,457.5,29.4,70.58,57.36,42.74,58.91,40.9,50.78,19.75,50.01,21.1,51.64,24.14,55.29,17.05,62.64,15.29,56.69,15.85,66.94,31.92,54.93,44.84,59.57,39.77,43.28,55.95,80.5,18.92,77.26,22.41,29.31,69.65,64.41,33.49,67.97,32.03,56.93,22.95,44.84,39.77,42.47,29.75,51.42,48.65,37.7,53.0,49.39,39.19,50.48,35.26,55.74,32.46,56.51,31.79,41.23,58.77,48.82,8.85
2666.0,1.79,,,,,29917.0,160890,14.36,20.56,75.53,20.81,5.5,20.0,24.89,75.12,68.41,29.14,60.49,37.75,64.8,10.97,63.59,12.61,62.14,14.88,63.19,7.76,70.43,10.82,61.98,11.05,72.41,25.77,61.61,38.13,56.91,41.75,41.73,58.45,82.11,16.95,80.66,18.37,16.0,82.28,71.8,24.97,81.17,18.36,64.01,9.78,47.82,37.65,39.49,20.36,59.96,40.17,45.33,33.9,55.61,22.55,56.15,18.8,59.3,16.79,60.51,17.37,51.48,48.52,54.35,5.46
10581.0,0.85,0.04,2.95,0.13,,36508.0,712231,24.17,15.8,8.03,17.63,3.3,102.0,26.45,73.55,53.64,46.76,52.18,47.66,46.1,22.55,45.41,24.98,47.07,29.11,50.97,21.64,58.58,17.5,52.88,18.65,64.07,35.17,49.75,50.46,66.05,33.55,49.22,49.81,78.73,20.99,74.61,25.27,26.65,72.43,60.37,37.17,64.65,35.55,50.73,27.46,38.11,44.75,34.84,35.35,43.37,56.72,31.36,58.29,42.49,45.68,43.52,41.18,50.17,36.63,50.87,36.11,35.4,64.6,44.76,10.59
10857.0,0.71,0.0,2.53,0.27,,47469.0,449959,22.15,16.91,20.95,7.18,3.1,69.0,27.16,72.9,54.17,45.08,51.22,48.34,50.18,19.37,49.38,22.31,50.54,27.37,52.86,18.84,62.81,15.51,55.63,16.42,65.37,34.02,52.8,47.59,64.68,34.94,47.69,52.07,79.92,19.88,77.17,22.61,25.56,73.33,63.85,33.87,67.76,32.28,55.63,23.73,40.54,42.58,36.28,34.33,46.97,53.22,33.67,55.24,45.4,42.1,47.39,36.68,53.87,32.25,54.15,32.82,37.32,62.68,45.95,9.5
10766.0,2.34,0.04,1.98,0.37,1.72,38125.0,880377,21.13,20.56,23.1,18.18,3.5,108.5,28.33,71.69,58.08,41.85,56.67,42.99,50.8,19.4,50.5,21.27,52.7,24.66,55.46,17.25,62.66,15.32,56.75,16.13,67.02,32.01,54.24,45.75,61.66,37.79,45.52,53.69,80.25,19.28,76.75,23.03,26.19,72.66,63.52,33.92,69.42,30.58,57.66,21.64,42.42,40.95,40.04,30.44,49.31,50.73,35.75,52.59,46.72,39.85,48.05,35.19,54.22,31.03,55.07,30.77,40.17,59.83,48.93,8.97
3430.0,1.62,0.1,3.3,0.63,1.36,31144.0,1132700,23.21,15.92,14.7,17.02,3.3,40.0,21.03,78.91,48.44,48.64,38.42,61.49,48.11,16.67,46.83,21.18,45.5,30.52,56.2,18.65,62.97,13.74,51.71,14.03,63.62,37.02,47.46,53.0,69.84,29.45,46.6,53.85,75.55,24.43,75.91,23.67,17.02,82.41,65.22,31.37,68.96,32.08,45.25,27.16,38.23,41.27,27.32,32.34,44.19,56.16,32.43,52.99,45.6,38.54,45.08,35.06,53.3,32.33,51.08,34.16,32.58,67.42,32.31,10.25
108451.0,0.07,0.03,1.35,0.02,2.79,39184.0,5456897,26.72,10.62,49.22,11.33,3.5,633.0,32.94,67.13,68.33,30.97,67.19,32.12,59.26,14.5,58.54,15.62,61.19,18.08,59.97,11.19,68.91,12.04,63.76,12.33,72.41,25.4,61.29,38.36,56.33,42.39,40.02,59.38,82.91,16.06,80.23,19.09,26.36,71.97,69.72,27.9,76.15,22.52,67.74,13.64,49.63,36.48,46.47,24.37,57.33,42.89,44.37,43.07,55.13,30.36,56.83,25.87,62.32,22.86,63.16,22.99,49.49,50.51,60.23,6.41
88038.0,0.09,,0.99,,2.08,42625.0,6039600,25.82,11.85,38.26,16.46,3.3,372.5,30.18,69.94,63.72,35.88,63.41,36.13,55.03,17.52,55.77,18.58,59.44,20.36,58.56,14.67,66.69,13.71,60.7,14.75,70.65,28.31,58.4,41.74,57.67,42.31,41.94,57.86,82.78,16.89,79.57,20.27,26.31,72.06,65.95,31.8,73.91,25.91,62.52,17.13,46.29,38.07,45.53,29.05,53.29,46.84,38.01,49.81,49.01,37.75,52.54,31.41,57.82,28.51,59.0,28.22,42.34,57.67,54.5,8.05
3694.0,4.66,0.0,2.85,1.46,1.61,32824.0,181549,22.06,18.18,31.38,23.76,4.7,26.9,27.1,72.92,58.29,41.63,56.03,43.62,51.51,19.0,51.45,20.92,52.56,24.19,54.92,16.77,62.26,15.46,56.24,16.35,66.66,32.29,53.68,46.23,61.49,37.87,46.33,52.73,79.7,19.84,76.32,23.43,24.49,74.26,63.19,34.27,69.95,30.01,57.25,21.03,41.53,41.76,38.9,30.17,48.52,51.51,36.07,51.18,46.51,39.03,47.7,34.49,53.64,30.51,54.52,30.22,39.69,60.31,48.46,8.89
39431.0,0.7,,1.93,,1.17,42211.0,2647300,25.49,14.28,12.35,12.37,2.7,178.1,27.55,72.52,55.13,45.22,55.6,44.34,47.01,21.9,47.65,23.75,48.97,26.91,53.56,20.33,59.6,16.47,54.75,17.89,66.14,33.27,53.7,46.3,63.14,36.83,46.77,52.76,79.98,19.91,76.42,23.62,27.34,71.56,61.3,36.48,65.12,34.91,55.3,25.83,40.64,42.62,37.09,34.97,45.99,54.1,32.48,57.22,43.34,45.23,45.09,40.5,52.13,35.43,52.26,35.43,36.6,63.4,47.07,10.33
4603.0,1.66,0.06,3.32,0.4,,40606.0,238754,23.74,16.38,24.58,19.1,3.1,37.8,27.37,72.61,58.34,41.18,55.52,44.33,51.45,18.1,51.35,20.05,52.44,24.64,56.84,16.48,62.94,14.43,56.76,14.83,67.03,32.23,53.79,46.14,61.2,38.1,43.36,55.87,79.91,19.48,76.86,22.82,24.43,74.56,64.7,32.46,71.13,29.11,56.46,20.32,42.48,39.93,38.85,28.28,49.95,50.14,36.6,50.97,48.2,37.64,48.87,33.57,55.08,30.16,55.51,30.07,40.5,59.5,46.77,8.69
6209.0,1.01,0.0,1.17,2.76,,29943.0,397699,27.05,14.97,23.25,20.53,4.6,45.6,26.44,73.54,55.52,44.59,52.9,46.67,48.93,20.75,47.86,23.06,49.15,26.84,52.62,19.03,59.72,16.95,54.24,17.8,64.18,34.63,50.98,48.88,64.27,34.94,48.6,50.37,78.6,20.88,74.92,24.69,24.99,73.93,61.81,35.73,66.57,33.36,54.13,24.1,39.74,43.56,35.56,32.78,46.47,53.55,34.71,53.54,45.1,41.45,45.58,37.65,51.24,34.04,52.5,33.3,38.13,61.87,46.44,9.53
