STATEFP,COUNTYFP,reducetax,CO2limits,localofficials,governor,congress,president,corporations,citizens,regulate,supportRPS,drilloffshore,drillANWR,fundrenewables,rebates,mediaweekly,prienv,teachGW,happening,human,consensus,worried,personal,harmUS,devharm,futuregen,harmplants,timing,affectweather,PerCapitapersonalincome2018,GDP2018,PercentPopulationUnder18,PercentPopulationOver65,PercentNonwhite,PercentofPopulationBelowPovertyLevel,POPESTIMATE2019,UnemploymentRate,AgricultureforestryfishingandhuntingPCT,ConstructionPCT,HealthcareandsocialassistancePCT,Populationpersquaremile2010,TotalemploymentnumberofjobsUmp
18,001,0.45,0.48,0.18,0.24,0.3,0.29,0.36,0.32,0.4,0.3,0.76,0.6,0.52,0.45,0.47,0.3,0.37,0.34,0.31,0.33,0.24,0.2,0.27,0.31,0.34,0.38,0.28,0.46,0.09,0.0,0.76,0.22,0.03,0.33,0.0,0.11,0.19,0.14,0.22,0.0,0.0
18,003,0.49,0.51,0.36,0.41,0.36,0.36,0.48,0.42,0.46,0.44,0.67,0.52,0.64,0.66,0.43,0.42,0.45,0.4,0.29,0.42,0.29,0.19,0.28,0.36,0.4,0.4,0.29,0.49,0.12,0.03,0.63,0.19,0.21,0.25,0.04,0.13,0.16,0.15,0.17,0.01,0.04
18,005,0.44,0.52,0.25,0.31,0.31,0.32,0.37,0.31,0.45,0.39,0.76,0.6,0.56,0.54,0.44,0.35,0.32,0.4,0.32,0.35,0.26,0.17,0.24,0.34,0.36,0.35,0.28,0.5,0.13,0.01,0.57,0.23,0.15,0.2,0.01,0.1,0.14,0.14,0.16,0.0,0.01
18,007,0.42,0.47,0.21,0.29,0.3,0.34,0.38,0.32,0.43,0.35,0.76,0.56,0.49,0.46,0.46,0.32,0.36,0.33,0.29,0.36,0.23,0.18,0.26,0.32,0.35,0.36,0.26,0.42,0.1,0.0,0.6,0.26,0.02,0.25,0.0,0.13,0.17,0.23,0.16,0.0,0.0
18,009,0.42,0.46,0.18,0.25,0.25,0.27,0.32,0.24,0.45,0.36,0.76,0.65,0.48,0.48,0.38,0.25,0.3,0.32,0.23,0.31,0.18,0.11,0.15,0.25,0.3,0.29,0.21,0.4,0.08,0.0,0.52,0.33,0.03,0.21,0.0,0.18,0.08,0.13,0.2,0.0,0.0
18,011,0.42,0.48,0.26,0.32,0.32,0.31,0.42,0.35,0.46,0.44,0.65,0.56,0.54,0.55,0.51,0.38,0.38,0.34,0.31,0.38,0.25,0.12,0.22,0.34,0.38,0.37,0.25,0.47,0.24,0.01,0.65,0.18,0.07,0.07,0.01,0.1,0.14,0.14,0.17,0.0,0.01
18,013,0.44,0.54,0.23,0.33,0.29,0.36,0.41,0.34,0.54,0.45,0.7,0.53,0.53,0.57,0.48,0.32,0.38,0.42,0.3,0.42,0.22,0.1,0.19,0.32,0.39,0.36,0.23,0.45,0.12,0.0,0.43,0.38,0.03,0.16,0.0,0.12,0.05,0.17,0.2,0.0,0.0
18,015,0.34,0.39,0.16,0.2,0.17,0.2,0.3,0.22,0.34,0.29,0.84,0.72,0.4,0.41,0.41,0.25,0.25,0.26,0.18,0.25,0.15,0.1,0.17,0.24,0.25,0.26,0.19,0.41,0.11,0.0,0.55,0.29,0.04,0.16,0.0,0.12,0.13,0.22,0.23,0.0,0.0
18,017,0.42,0.47,0.23,0.29,0.27,0.31,0.34,0.27,0.44,0.35,0.73,0.63,0.45,0.45,0.38,0.3,0.34,0.34,0.26,0.3,0.22,0.17,0.22,0.29,0.32,0.32,0.24,0.42,0.09,0.0,0.57,0.26,0.17,0.23,0.0,0.15,0.12,0.15,0.19,0.0,0.0
18,019,0.5,0.56,0.38,0.43,0.42,0.44,0.5,0.39,0.56,0.5,0.72,0.56,0.58,0.64,0.41,0.39,0.45,0.47,0.33,0.41,0.31,0.2,0.26,0.36,0.42,0.41,0.32,0.52,0.11,0.01,0.55,0.21,0.12,0.15,0.01,0.14,0.11,0.14,0.18,0.0,0.01
18,021,0.34,0.39,0.14,0.21,0.18,0.25,0.3,0.23,0.38,0.29,0.81,0.67,0.48,0.44,0.43,0.23,0.21,0.23,0.21,0.26,0.13,0.08,0.15,0.22,0.24,0.25,0.17,0.38,0.09,0.0,0.55,0.26,0.03,0.23,0.0,0.15,0.1,0.16,0.16,0.0,0.0
18,023,0.4,0.5,0.24,0.36,0.34,0.36,0.38,0.33,0.45,0.36,0.72,0.56,0.44,0.49,0.43,0.3,0.37,0.37,0.32,0.34,0.24,0.16,0.24,0.32,0.34,0.35,0.25,0.42,0.09,0.0,0.63,0.24,0.05,0.21,0.0,0.11,0.18,0.2,0.18,0.0,0.0
18,025,0.41,0.42,0.19,0.22,0.24,0.26,0.32,0.22,0.4,0.31,0.83,0.74,0.46,0.47,0.33,0.25,0.27,0.27,0.19,0.23,0.14,0.09,0.13,0.21,0.23,0.24,0.19,0.4,0.06,0.0,0.52,0.29,0.03,0.31,0.0,0.18,,0.15,0.19,0.0,0.0
18,027,0.33,0.34,0.18,0.22,0.27,0.34,0.38,0.29,0.34,0.25,0.78,0.56,0.38,0.39,0.34,0.34,0.36,0.22,0.25,0.27,0.2,0.19,0.29,0.3,0.32,0.35,0.23,0.3,0.1,0.0,0.71,0.22,0.05,0.21,0.0,0.1,0.11,0.17,0.17,0.0,0.0
18,029,0.26,0.34,0.17,0.25,0.25,0.39,0.42,0.27,0.43,0.31,0.78,0.57,0.43,0.48,0.29,0.3,0.33,0.23,0.2,0.24,0.15,0.06,0.15,0.25,0.35,0.27,0.08,0.24,0.12,0.0,0.55,0.24,0.03,0.15,0.0,0.16,0.04,0.21,0.22,0.0,0.0
18,031,0.34,0.44,0.16,0.29,0.28,0.33,0.34,0.26,0.43,0.33,0.75,0.6,0.42,0.43,0.41,0.21,0.26,0.31,0.22,0.33,0.14,0.05,0.12,0.24,0.27,0.27,0.17,0.35,0.1,0.0,0.59,0.24,0.04,0.18,0.0,0.12,0.14,0.19,0.16,0.0,0.0
18,033,0.37,0.45,0.17,0.27,0.25,0.28,0.33,0.25,0.43,0.35,0.78,0.63,0.46,0.47,0.4,0.23,0.26,0.29,0.22,0.32,0.15,0.07,0.12,0.24,0.29,0.27,0.17,0.39,0.11,0.0,0.59,0.23,0.03,0.2,0.0,0.11,0.09,0.2,0.17,0.0,0.0
18,035,0.55,0.57,0.38,0.41,0.33,0.39,0.43,0.38,0.54,0.5,0.54,0.44,0.56,0.62,0.43,0.46,0.45,0.45,0.43,0.41,0.33,0.26,0.34,0.41,0.45,0.45,0.33,0.51,0.08,0.01,0.44,0.25,0.12,0.36,0.01,0.17,0.13,0.2,0.22,0.0,0.01
18,037,0.36,0.4,0.19,0.22,0.23,0.24,0.32,0.24,0.41,0.32,0.81,0.72,0.49,0.48,0.4,0.27,0.26,0.25,0.2,0.25,0.17,0.1,0.16,0.25,0.27,0.28,0.19,0.4,0.16,0.0,0.59,0.25,0.06,0.15,0.0,0.09,0.12,0.19,0.15,0.0,0.01
18,039,0.5,0.56,0.33,0.43,0.37,0.42,0.47,0.41,0.47,0.45,0.65,0.51,0.53,0.55,0.45,0.4,0.44,0.48,0.4,0.42,0.34,0.26,0.35,0.38,0.43,0.44,0.39,0.51,0.12,0.02,0.68,0.2,0.13,0.23,0.02,0.13,0.11,0.2,0.19,0.01,0.02
18,041,0.41,0.45,0.17,0.26,0.25,0.24,0.33,0.26,0.39,0.32,0.78,0.69,0.49,0.45,0.37,0.24,0.3,0.27,0.22,0.3,0.17,0.14,0.17,0.24,0.25,0.28,0.23,0.42,0.1,0.0,0.53,0.3,0.04,0.32,0.0,0.22,0.22,0.26,0.19,0.0,0.0
18,043,0.5,0.54,0.35,0.43,0.38,0.39,0.46,0.38,0.55,0.5,0.74,0.55,0.58,0.65,0.43,0.4,0.47,0.43,0.32,0.39,0.29,0.19,0.26,0.36,0.4,0.39,0.31,0.49,0.16,0.0,0.55,0.22,0.1,0.17,0.01,0.13,0.13,0.12,0.15,0.01,0.01
18,045,0.33,0.36,0.14,0.2,0.19,0.26,0.3,0.21,0.35,0.26,0.83,0.67,0.44,0.4,0.36,0.26,0.26,0.21,0.18,0.23,0.13,0.09,0.16,0.23,0.26,0.26,0.15,0.33,0.1,0.0,0.54,0.31,0.02,0.2,0.0,0.15,0.18,0.21,0.2,0.0,0.0
18,047,0.29,0.34,0.08,0.13,0.14,0.17,0.21,0.13,0.32,0.22,0.85,0.76,0.39,0.35,0.36,0.17,0.16,0.18,0.11,0.23,0.05,0.01,0.06,0.16,0.17,0.17,0.11,0.35,0.12,0.0,0.58,0.25,0.01,0.15,0.0,0.15,0.1,0.12,0.23,0.0,0.0
18,049,0.38,0.43,0.17,0.21,0.21,0.26,0.29,0.23,0.38,0.29,0.75,0.68,0.42,0.42,0.41,0.27,0.26,0.25,0.25,0.29,0.17,0.14,0.2,0.26,0.28,0.3,0.22,0.4,0.1,0.0,0.57,0.29,0.06,0.22,0.0,0.13,0.1,0.22,0.15,0.0,0.0
18,051,0.2,0.13,0.22,0.31,0.22,0.43,0.44,0.21,0.37,0.22,0.91,0.59,0.26,0.5,0.13,0.42,0.37,0.09,0.14,0.12,0.12,0.06,0.21,0.27,0.36,0.26,0.04,0.11,0.12,0.0,0.56,0.25,0.05,0.16,0.0,0.1,0.14,0.19,0.16,0.0,0.0
18,053,0.43,0.52,0.32,0.42,0.43,0.45,0.44,0.39,0.47,0.45,0.69,0.54,0.52,0.48,0.4,0.33,0.37,0.45,0.27,0.47,0.29,0.17,0.27,0.34,0.43,0.43,0.29,0.48,0.09,0.01,0.49,0.28,0.12,0.31,0.01,0.16,0.16,0.13,0.19,0.0,0.01
18,055,0.31,0.4,0.13,0.2,0.21,0.22,0.28,0.19,0.36,0.28,0.83,0.74,0.43,0.41,0.37,0.18,0.21,0.25,0.15,0.24,0.12,0.06,0.09,0.19,0.22,0.22,0.15,0.38,0.09,0.0,0.53,0.29,0.02,0.21,0.0,0.18,0.09,0.22,0.18,0.0,0.0
18,057,0.56,0.62,0.33,0.38,0.34,0.26,0.43,0.39,0.59,0.57,0.59,0.47,0.66,0.7,0.58,0.46,0.6,0.49,0.41,0.54,0.33,0.21,0.31,0.45,0.48,0.52,0.36,0.62,0.24,0.02,0.68,0.14,0.13,0.05,0.03,0.1,0.12,0.1,0.18,0.01,0.03
18,059,0.34,0.45,0.17,0.28,0.26,0.29,0.37,0.29,0.43,0.36,0.8,0.63,0.52,0.53,0.44,0.25,0.25,0.27,0.2,0.32,0.13,0.06,0.12,0.26,0.31,0.31,0.17,0.4,0.14,0.0,0.57,0.23,0.05,0.09,0.01,0.11,0.1,0.16,0.17,0.0,0.01
18,061,0.28,0.27,0.21,0.29,0.24,0.38,0.43,0.24,0.43,0.31,0.85,0.61,0.4,0.53,0.24,0.37,0.34,0.2,0.21,0.22,0.17,0.07,0.18,0.26,0.36,0.3,0.1,0.23,0.1,0.0,0.54,0.26,0.03,0.21,0.0,0.13,0.11,0.13,0.18,0.0,0.0
18,063,0.39,0.46,0.26,0.3,0.25,0.29,0.33,0.25,0.48,0.46,0.76,0.59,0.55,0.57,0.45,0.32,0.35,0.42,0.25,0.37,0.18,0.11,0.19,0.32,0.36,0.34,0.24,0.49,0.13,0.01,0.62,0.18,0.12,0.05,0.02,0.11,0.12,0.16,0.17,0.01,0.01
18,065,0.38,0.42,0.17,0.22,0.19,0.23,0.27,0.2,0.39,0.33,0.81,0.71,0.44,0.44,0.39,0.25,0.29,0.27,0.21,0.26,0.14,0.08,0.14,0.22,0.26,0.26,0.18,0.41,0.08,0.0,0.49,0.28,0.05,0.26,0.0,0.14,0.16,0.14,0.17,0.0,0.0
18,067,0.45,0.5,0.24,0.26,0.24,0.33,0.28,0.24,0.42,0.39,0.77,0.64,0.53,0.51,0.41,0.33,0.31,0.31,0.27,0.31,0.2,0.14,0.2,0.27,0.29,0.29,0.24,0.47,0.1,0.01,0.54,0.29,0.13,0.28,0.01,0.18,0.18,0.13,0.18,0.0,0.01
18,069,0.36,0.41,0.17,0.25,0.27,0.26,0.29,0.25,0.36,0.26,0.81,0.7,0.45,0.43,0.4,0.24,0.29,0.27,0.19,0.27,0.16,0.1,0.16,0.25,0.27,0.31,0.17,0.4,0.1,0.0,0.52,0.25,0.04,0.18,0.0,0.14,0.17,0.16,0.15,0.0,0.0
18,071,0.4,0.47,0.19,0.28,0.28,0.29,0.34,0.28,0.43,0.34,0.74,0.61,0.47,0.45,0.42,0.26,0.32,0.32,0.26,0.31,0.19,0.13,0.18,0.27,0.31,0.31,0.22,0.41,0.1,0.0,0.59,0.23,0.08,0.26,0.0,0.1,0.15,0.17,0.19,0.0,0.0
18,073,0.33,0.25,0.2,0.2,0.16,0.3,0.34,0.18,0.36,0.25,0.89,0.69,0.41,0.49,0.23,0.37,0.3,0.18,0.18,0.14,0.16,0.11,0.21,0.25,0.3,0.26,0.13,0.24,0.11,0.0,0.58,0.25,0.05,0.13,0.0,0.16,0.22,0.22,0.2,0.0,0.0
18,075,0.42,0.49,0.21,0.31,0.35,0.39,0.39,0.33,0.48,0.39,0.72,0.57,0.51,0.49,0.42,0.27,0.34,0.37,0.27,0.39,0.23,0.16,0.21,0.3,0.35,0.35,0.24,0.44,0.09,0.0,0.62,0.27,0.03,0.31,0.0,0.12,0.15,0.17,0.19,0.0,0.0
18,077,0.34,0.29,0.29,0.35,0.28,0.45,0.48,0.29,0.48,0.34,0.8,0.52,0.45,0.57,0.2,0.47,0.45,0.24,0.24,0.21,0.24,0.15,0.28,0.33,0.42,0.36,0.17,0.23,0.1,0.0,0.49,0.25,0.05,0.21,0.0,0.15,0.1,0.21,0.22,0.0,0.0
18,079,0.37,0.43,0.15,0.24,0.23,0.28,0.3,0.22,0.4,0.31,0.78,0.65,0.43,0.42,0.38,0.22,0.26,0.26,0.21,0.28,0.14,0.09,0.13,0.22,0.26,0.26,0.17,0.38,0.09,0.0,0.57,0.23,0.03,0.23,0.0,0.14,0.12,0.25,0.16,0.0,0.0
18,081,0.38,0.42,0.16,0.17,0.16,0.21,0.24,0.23,0.38,0.37,0.75,0.62,0.47,0.5,0.45,0.28,0.21,0.26,0.19,0.25,0.15,0.08,0.16,0.26,0.3,0.27,0.18,0.42,0.13,0.01,0.61,0.2,0.08,0.14,0.02,0.11,0.12,0.18,0.19,0.01,0.01
18,083,0.31,0.29,0.19,0.24,0.22,0.31,0.36,0.18,0.35,0.27,0.84,0.65,0.38,0.45,0.24,0.32,0.26,0.17,0.17,0.17,0.13,0.07,0.16,0.24,0.28,0.25,0.11,0.26,0.11,0.0,0.5,0.26,0.06,0.25,0.0,0.13,0.13,0.21,0.2,0.0,0.0
18,085,0.35,0.4,0.15,0.22,0.18,0.26,0.32,0.22,0.34,0.31,0.79,0.63,0.48,0.39,0.44,0.25,0.3,0.22,0.24,0.29,0.14,0.13,0.19,0.27,0.28,0.28,0.2,0.37,0.13,0.01,0.59,0.23,0.06,0.17,0.01,0.11,0.16,0.18,0.15,0.0,0.01
18,087,0.53,0.56,0.26,0.33,0.41,0.43,0.45,0.44,0.43,0.36,0.63,0.44,0.55,0.43,0.52,0.39,0.46,0.43,0.41,0.42,0.34,0.33,0.44,0.42,0.42,0.48,0.42,0.49,0.1,0.0,0.82,0.18,0.02,0.13,0.0,0.11,0.18,0.2,0.2,0.0,0.0
18,089,0.71,0.66,0.63,0.61,0.5,0.54,0.64,0.54,0.72,0.71,0.6,0.41,0.71,0.8,0.37,0.62,0.65,0.57,0.55,0.5,0.51,0.46,0.52,0.59,0.58,0.63,0.6,0.64,0.11,0.03,0.58,0.23,0.4,0.29,0.05,0.23,0.09,0.2,0.15,0.01,0.04
18,091,0.57,0.53,0.4,0.44,0.42,0.37,0.53,0.43,0.58,0.53,0.71,0.57,0.64,0.66,0.41,0.45,0.52,0.49,0.35,0.45,0.36,0.26,0.32,0.39,0.42,0.43,0.4,0.55,0.1,0.01,0.52,0.25,0.18,0.26,0.01,0.19,0.15,0.21,0.16,0.0,0.01
18,093,0.34,0.4,0.11,0.14,0.15,0.16,0.26,0.15,0.33,0.26,0.78,0.75,0.39,0.41,0.38,0.2,0.19,0.26,0.18,0.25,0.1,0.06,0.11,0.2,0.21,0.22,0.15,0.39,0.09,0.0,0.53,0.3,0.04,0.18,0.0,0.16,0.11,0.21,0.17,0.0,0.0
18,095,0.51,0.52,0.27,0.28,0.32,0.29,0.37,0.32,0.49,0.38,0.75,0.59,0.47,0.51,0.41,0.37,0.43,0.39,0.32,0.41,0.27,0.19,0.27,0.34,0.37,0.38,0.3,0.49,0.08,0.0,0.52,0.27,0.13,0.29,0.01,0.16,0.12,0.17,0.18,0.0,0.01
18,097,0.72,0.78,0.65,0.69,0.55,0.57,0.62,0.55,0.73,0.75,0.52,0.31,0.73,0.77,0.42,0.65,0.65,0.57,0.57,0.52,0.57,0.53,0.52,0.58,0.59,0.59,0.64,0.66,0.14,0.12,0.59,0.16,0.39,0.35,0.1,0.14,0.07,0.1,0.18,0.03,0.12
18,099,0.46,0.45,0.24,0.3,0.33,0.3,0.41,0.38,0.39,0.37,0.7,0.62,0.51,0.51,0.43,0.32,0.3,0.36,0.23,0.35,0.22,0.17,0.25,0.33,0.34,0.36,0.28,0.46,0.1,0.0,0.61,0.25,0.08,0.18,0.0,0.13,0.13,0.17,0.17,0.0,0.0
18,101,0.34,0.37,0.12,0.17,0.18,0.2,0.27,0.19,0.31,0.24,0.84,0.74,0.42,0.37,0.39,0.2,0.2,0.22,0.16,0.22,0.11,0.09,0.14,0.2,0.21,0.23,0.17,0.37,0.09,0.0,0.54,0.28,0.03,0.22,0.0,0.1,0.04,0.12,0.18,0.0,0.0
18,103,0.37,0.47,0.19,0.35,0.33,0.34,0.35,0.27,0.43,0.3,0.78,0.62,0.47,0.46,0.37,0.2,0.3,0.21,0.23,0.25,0.12,0.07,0.11,0.22,0.28,0.25,0.16,0.35,0.07,0.0,0.51,0.26,0.09,0.25,0.0,0.17,0.17,0.17,0.2,0.0,0.0
18,105,0.75,0.78,0.59,0.6,0.6,0.63,0.67,0.65,0.77,0.74,0.37,0.16,0.78,0.8,0.6,0.71,0.77,0.69,0.76,0.72,0.61,0.46,0.59,0.69,0.75,0.74,0.6,0.7,0.1,0.01,0.36,0.16,0.14,0.4,0.01,0.14,0.1,0.14,0.2,0.01,0.01
18,107,0.36,0.41,0.16,0.22,0.22,0.26,0.29,0.23,0.36,0.31,0.78,0.66,0.47,0.44,0.41,0.25,0.29,0.26,0.22,0.29,0.16,0.12,0.17,0.25,0.27,0.28,0.19,0.39,0.09,0.0,0.55,0.26,0.04,0.15,0.0,0.13,0.14,0.18,0.21,0.0,0.0
18,109,0.33,0.42,0.12,0.24,0.24,0.29,0.31,0.23,0.4,0.32,0.78,0.64,0.44,0.43,0.41,0.2,0.24,0.27,0.21,0.31,0.13,0.07,0.12,0.23,0.28,0.26,0.14,0.36,0.11,0.0,0.56,0.23,0.03,0.19,0.01,0.13,0.14,0.2,0.17,0.0,0.0
18,111,0.39,0.4,0.18,0.22,0.23,0.24,0.31,0.23,0.36,0.28,0.82,0.73,0.46,0.42,0.38,0.26,0.28,0.26,0.21,0.24,0.17,0.13,0.18,0.24,0.25,0.28,0.21,0.41,0.09,0.0,0.52,0.27,0.05,0.23,0.0,0.18,0.13,0.21,0.15,0.0,0.0
18,113,0.4,0.47,0.17,0.22,0.26,0.31,0.32,0.23,0.39,0.33,0.76,0.63,0.47,0.47,0.41,0.26,0.3,0.27,0.24,0.3,0.18,0.14,0.19,0.29,0.32,0.32,0.2,0.42,0.09,0.0,0.61,0.21,0.03,0.14,0.0,0.13,0.18,0.21,0.18,0.0,0.0
18,115,0.2,0.1,0.17,0.2,0.15,0.32,0.4,0.15,0.31,0.17,0.97,0.71,0.31,0.47,0.13,0.39,0.32,0.06,0.11,0.06,0.1,0.06,0.18,0.22,0.29,0.23,0.05,0.12,0.1,0.0,0.45,0.32,0.03,0.05,0.0,0.15,,0.24,0.16,0.0,0.0
18,117,0.42,0.43,0.19,0.23,0.25,0.26,0.33,0.26,0.38,0.3,0.8,0.69,0.48,0.43,0.4,0.28,0.3,0.28,0.23,0.27,0.18,0.15,0.2,0.25,0.27,0.3,0.24,0.43,0.08,0.0,0.56,0.29,0.03,0.25,0.0,0.15,0.22,0.16,0.14,0.0,0.0
18,119,0.37,0.42,0.17,0.23,0.26,0.28,0.32,0.25,0.37,0.3,0.76,0.67,0.45,0.43,0.41,0.25,0.29,0.22,0.23,0.29,0.16,0.11,0.17,0.24,0.26,0.27,0.23,0.41,0.09,0.0,0.51,0.28,0.03,0.27,0.0,0.18,0.24,0.15,0.18,0.0,0.0
18,121,0.35,0.36,0.19,0.25,0.23,0.29,0.33,0.24,0.37,0.28,0.83,0.67,0.46,0.44,0.34,0.28,0.25,0.24,0.17,0.22,0.16,0.13,0.19,0.25,0.27,0.28,0.19,0.35,0.08,0.0,0.51,0.28,0.04,0.21,0.0,0.17,0.11,0.28,0.17,0.0,0.0
18,123,0.48,0.4,0.31,0.31,0.27,0.36,0.48,0.28,0.5,0.36,0.79,0.63,0.51,0.59,0.29,0.44,0.47,0.34,0.27,0.29,0.26,0.18,0.28,0.34,0.38,0.38,0.26,0.39,0.08,0.0,0.5,0.27,0.06,0.22,0.0,0.14,0.11,0.26,0.16,0.0,0.0
18,125,0.19,0.08,0.19,0.24,0.2,0.39,0.44,0.19,0.32,0.15,0.94,0.66,0.28,0.46,0.11,0.41,0.33,0.06,0.11,0.08,0.12,0.08,0.2,0.24,0.31,0.24,0.05,0.1,0.1,0.0,0.53,0.31,0.03,0.16,0.0,0.14,0.09,0.21,0.16,0.0,0.0
18,127,0.49,0.54,0.39,0.46,0.42,0.41,0.5,0.39,0.58,0.52,0.69,0.54,0.64,0.66,0.4,0.47,0.47,0.48,0.36,0.45,0.38,0.23,0.31,0.41,0.46,0.47,0.36,0.51,0.15,0.01,0.54,0.22,0.09,0.17,0.02,0.16,0.15,0.21,0.17,0.01,0.01
18,129,0.3,0.29,0.19,0.22,0.19,0.23,0.33,0.19,0.35,0.28,0.89,0.75,0.42,0.51,0.31,0.3,0.23,0.21,0.16,0.18,0.11,0.05,0.12,0.22,0.26,0.27,0.12,0.33,0.13,0.0,0.53,0.27,0.03,0.14,0.0,0.11,0.14,0.24,0.13,0.0,0.0
18,131,0.42,0.43,0.2,0.24,0.26,0.28,0.35,0.28,0.39,0.3,0.8,0.67,0.49,0.45,0.42,0.3,0.32,0.3,0.24,0.28,0.2,0.16,0.23,0.28,0.29,0.32,0.25,0.43,0.11,0.0,0.54,0.29,0.04,0.22,0.0,0.13,0.17,0.26,0.17,0.0,0.0
18,133,0.4,0.46,0.17,0.22,0.25,0.27,0.32,0.26,0.38,0.33,0.74,0.62,0.48,0.43,0.41,0.27,0.27,0.33,0.27,0.32,0.19,0.15,0.21,0.29,0.3,0.33,0.22,0.4,0.08,0.0,0.46,0.23,0.07,0.15,0.0,0.15,0.16,0.17,0.17,0.0,0.0
18,135,0.39,0.45,0.19,0.27,0.28,0.31,0.35,0.27,0.42,0.34,0.75,0.64,0.48,0.46,0.41,0.26,0.29,0.31,0.25,0.29,0.18,0.12,0.18,0.26,0.3,0.3,0.22,0.41,0.09,0.0,0.56,0.3,0.04,0.29,0.0,0.16,0.13,0.21,0.21,0.0,0.0
18,137,0.37,0.39,0.12,0.15,0.18,0.18,0.31,0.2,0.34,0.26,0.87,0.76,0.45,0.41,0.38,0.2,0.16,0.19,0.2,0.22,0.11,0.07,0.12,0.2,0.22,0.26,0.16,0.41,0.1,0.0,0.57,0.26,0.03,0.16,0.0,0.14,0.11,0.17,0.18,0.0,0.0
18,139,0.36,0.38,0.15,0.2,0.22,0.24,0.29,0.2,0.36,0.26,0.8,0.74,0.43,0.42,0.34,0.21,0.23,0.25,0.18,0.23,0.13,0.08,0.11,0.2,0.23,0.24,0.17,0.38,0.12,0.0,0.55,0.28,0.03,0.32,0.0,0.11,0.21,0.22,0.17,0.0,0.0
18,141,0.64,0.61,0.45,0.48,0.42,0.41,0.52,0.48,0.55,0.53,0.63,0.48,0.6,0.62,0.45,0.53,0.59,0.5,0.42,0.49,0.43,0.34,0.41,0.49,0.51,0.54,0.46,0.63,0.12,0.02,0.57,0.22,0.22,0.29,0.03,0.16,0.08,0.19,0.18,0.01,0.02
18,143,0.44,0.53,0.23,0.34,0.32,0.39,0.39,0.31,0.53,0.43,0.69,0.53,0.51,0.53,0.42,0.29,0.37,0.36,0.3,0.38,0.22,0.11,0.18,0.3,0.36,0.34,0.23,0.43,0.08,0.0,0.55,0.24,0.03,0.23,0.0,0.16,0.07,0.21,0.18,0.0,0.0
18,145,0.4,0.48,0.2,0.29,0.25,0.33,0.35,0.28,0.45,0.35,0.77,0.61,0.46,0.48,0.42,0.27,0.34,0.35,0.27,0.33,0.2,0.13,0.19,0.28,0.33,0.33,0.23,0.4,0.11,0.0,0.55,0.24,0.06,0.16,0.0,0.12,0.11,0.2,0.22,0.0,0.0
18,147,0.24,0.16,0.22,0.28,0.16,0.38,0.49,0.24,0.39,0.24,0.91,0.61,0.37,0.56,0.13,0.47,0.43,0.12,0.16,0.12,0.15,0.09,0.24,0.29,0.38,0.31,0.07,0.14,0.11,0.0,0.53,0.29,0.03,0.15,0.0,0.13,0.21,0.19,0.19,0.0,0.0
18,149,0.44,0.46,0.21,0.24,0.25,0.27,0.37,0.27,0.41,0.33,0.78,0.67,0.5,0.46,0.42,0.3,0.33,0.29,0.24,0.28,0.21,0.17,0.23,0.28,0.28,0.32,0.26,0.44,0.07,0.0,0.56,0.26,0.04,0.29,0.0,0.19,0.13,0.26,0.19,0.0,0.0
18,151,0.4,0.48,0.19,0.28,0.26,0.3,0.36,0.29,0.43,0.37,0.73,0.58,0.45,0.44,0.45,0.28,0.29,0.31,0.26,0.35,0.21,0.12,0.19,0.29,0.32,0.32,0.23,0.43,0.11,0.0,0.49,0.29,0.03,0.15,0.0,0.11,0.14,0.17,0.19,0.0,0.0
18,153,0.19,0.09,0.2,0.24,0.15,0.35,0.41,0.15,0.33,0.18,0.96,0.69,0.29,0.48,0.09,0.41,0.33,0.06,0.12,0.06,0.11,0.07,0.19,0.24,0.31,0.23,0.04,0.1,0.07,0.0,0.47,0.26,0.07,0.24,0.0,0.19,0.09,0.21,0.22,0.0,0.0
18,155,0.28,0.24,0.25,0.36,0.28,0.54,0.51,0.29,0.49,0.3,0.83,0.45,0.36,0.55,0.15,0.47,0.48,0.18,0.26,0.2,0.21,0.13,0.29,0.33,0.45,0.35,0.11,0.12,0.05,0.0,0.61,0.27,0.04,0.35,0.0,0.14,0.05,0.21,0.22,0.0,0.0
18,157,0.61,0.62,0.42,0.44,0.44,0.45,0.54,0.5,0.56,0.55,0.49,0.35,0.64,0.61,0.5,0.57,0.59,0.58,0.55,0.53,0.47,0.39,0.48,0.55,0.58,0.6,0.43,0.58,0.09,0.01,0.49,0.14,0.18,0.34,0.02,0.12,0.13,0.16,0.18,0.0,0.02
18,159,0.34,0.4,0.14,0.21,0.21,0.24,0.31,0.23,0.36,0.3,0.8,0.68,0.45,0.43,0.42,0.24,0.25,0.26,0.2,0.28,0.14,0.08,0.15,0.23,0.26,0.27,0.17,0.38,0.12,0.0,0.5,0.31,0.04,0.14,0.0,0.11,0.17,0.2,0.2,0.0,0.0
18,161,0.37,0.45,0.15,0.25,0.23,0.29,0.31,0.25,0.44,0.36,0.76,0.59,0.47,0.47,0.43,0.25,0.29,0.28,0.23,0.32,0.15,0.08,0.15,0.25,0.3,0.28,0.18,0.39,0.09,0.0,0.55,0.28,0.04,0.12,0.0,0.14,0.12,0.31,0.19,0.0,0.0
