stateID,countyID,RenewablesEmployment,RenewablesEmploymentPCTEmp,FossilEmployment,FossilEmploymentPCTEmp,EfficiencyEmployment,EfficiencyEmploymentPCTEmp,TransmissionEmployment,TransmissionEmploymentPCTEmp,MotorVehiclesEmployment,MotorVehiclesEmploymentPCTEmp
18,113,59.76,0.27,107.31,0.48,717.86,3.21,237.01,1.06,3190.58,14.25
18,115,7.12,0.23,2.51,0.08,28.9,0.95,20.09,0.66,14.45,0.48
18,117,35.93,0.43,24.13,0.29,185.6,2.22,140.13,1.68,81.7,0.98
18,119,19.33,0.22,4.1,0.05,56.41,0.64,24.27,0.28,42.2,0.48
18,121,24.45,0.35,3.24,0.05,52.94,0.77,56.91,0.83,47.17,0.68
18,123,42,0.47,9.56,0.11,81.29,0.91,75.96,0.85,819.27,9.21
18,125,18.37,0.3,534.08,8.58,82.84,1.33,72.01,1.16,41.88,0.67
18,127,299.63,0.36,90.21,0.11,1252.76,1.52,683.72,0.83,1372.98,1.67
18,129,79.18,0.6,397.24,3.03,202.45,1.54,104.95,0.8,114.61,0.87
18,131,43.23,0.7,5.1,0.08,105.19,1.71,41.43,0.67,688.83,11.2
18,133,60.11,0.38,290.73,1.82,216.21,1.35,80.22,0.5,482.36,3.02
18,135,50.97,0.45,16.34,0.15,175.41,1.56,112.05,1,676.84,6.03
18,137,62.77,0.46,5.82,0.04,147.87,1.09,130.81,0.97,190.88,1.41
18,139,28.04,0.32,6.38,0.07,175.5,2.03,95.64,1.11,77.36,0.89
18,141,622.57,0.48,96.94,0.07,1874.86,1.45,835.38,0.64,4613.8,3.56
18,143,37.41,0.37,18.06,0.18,120.99,1.2,48.48,0.48,292.67,2.91
18,145,87.96,0.4,239.51,1.08,293.62,1.33,150.47,0.68,805.45,3.65
18,147,47.63,0.45,331.11,3.14,92.09,0.87,63.51,0.6,110.07,1.04
18,149,51.57,0.52,10.48,0.1,82.02,0.82,40.57,0.41,395.51,3.96
18,151,81.91,0.42,14.52,0.08,186.55,0.96,153.96,0.8,1300.68,6.72
18,153,37.13,0.45,239,2.92,70.68,0.86,105.31,1.29,412.34,5.04
18,155,11.99,0.25,2.5,0.05,28.63,0.6,20.34,0.42,82.46,1.72
18,157,275.14,0.3,84.71,0.09,1161.45,1.26,400.69,0.43,8721.21,9.44
18,159,101.89,1.23,5.22,0.06,83.97,1.02,34.89,0.42,255.97,3.09
18,161,9.48,0.27,2.58,0.07,46.22,1.32,41.52,1.19,18.2,0.52
18,163,516.52,0.57,219.87,0.24,1924.53,2.13,1539.51,1.7,1886,2.08
18,165,41.32,0.61,102.78,1.52,152.77,2.26,182.75,2.71,36.44,0.54
18,167,166.19,0.35,127.53,0.27,686.02,1.46,319.38,0.68,1905.81,4.07
18,169,80.35,0.55,33.09,0.23,168.49,1.16,131.27,0.9,441.4,3.03
18,171,52.32,1.33,39.82,1.01,59.25,1.5,51.08,1.29,24.63,0.62
18,173,99.7,0.32,113.83,0.36,354.6,1.12,344.77,1.09,389.61,1.23
18,175,32.55,0.25,5.29,0.04,105.17,0.8,51.49,0.39,98.25,0.75
18,177,165.33,0.56,11.57,0.04,349.92,1.18,92.32,0.31,924.21,3.12
18,179,71.43,0.52,121.22,0.89,220.77,1.61,84.78,0.62,934.01,6.83
18,181,81.7,0.63,19.72,0.15,252.1,1.96,190.98,1.48,651.32,5.05
18,183,44.99,0.27,6.64,0.04,162.62,0.97,165.33,0.99,919.61,5.49
19,1,34.27,0.85,11.1,0.28,35.79,0.89,97.82,2.43,44.23,1.1
19,3,31.23,1.49,7.29,0.35,21.36,1.02,36.53,1.75,16.74,0.8
19,5,58.21,0.8,169.84,2.35,59.22,0.82,40.42,0.56,47.91,0.66
19,7,6.92,0.12,13.21,0.23,50.22,0.86,49.99,0.86,40.9,0.7
19,9,11.46,0.37,16.83,0.55,51.77,1.69,34.04,1.11,29.73,0.97
19,11,91.75,0.71,24.05,0.19,85.75,0.66,58.89,0.45,83.52,0.64
19,13,357.61,0.54,257.79,0.39,742.02,1.12,276.99,0.42,1019.75,1.54
19,15,109.11,0.75,44.73,0.31,165.77,1.14,264.36,1.82,99.27,0.68
19,17,32.75,0.24,20.45,0.15,89.08,0.66,59.06,0.44,268.71,2
19,19,70.91,0.66,18.64,0.17,100.24,0.93,45.28,0.42,62.75,0.58
19,21,107.04,0.95,33.64,0.3,82.38,0.73,122.95,1.09,91.07,0.81
19,23,42.5,0.56,14.86,0.2,46.72,0.61,87.32,1.15,39.91,0.53
19,25,18.04,0.43,12.27,0.29,36.04,0.86,109.18,2.62,33.08,0.79
19,27,54.52,0.5,30.4,0.28,146.51,1.35,103.33,0.96,201.16,1.86
19,29,34.06,0.49,21.82,0.32,111.51,1.62,59.92,0.87,293.18,4.25
19,31,111.32,1.06,35.78,0.34,101.44,0.96,81.97,0.78,211.65,2.01
19,33,141.4,0.63,81.08,0.36,300.27,1.33,233.11,1.03,380.93,1.69
19,35,42.11,0.71,60.77,1.03,72.23,1.22,75.08,1.27,55.09,0.93
19,37,35.27,0.57,17.05,0.28,84.83,1.37,46.28,0.75,120.05,1.94
19,39,9.61,0.21,45.14,0.97,29.67,0.64,74.69,1.61,32.07,0.69
19,41,44.1,0.53,46.51,0.56,132.56,1.6,77.79,0.94,332.51,4.02
19,43,25.49,0.26,19.28,0.2,158.77,1.62,53.56,0.55,265.4,2.71
19,45,237,1.06,123.78,0.55,177.74,0.8,120.75,0.54,168.17,0.75
19,47,37.23,0.47,15.21,0.19,63.59,0.8,85.57,1.08,96.45,1.21
19,49,236.38,0.51,125.41,0.27,335.25,0.73,127.41,0.28,270.47,0.59
19,51,6.22,0.15,13.17,0.32,29.16,0.71,87.3,2.11,37.55,0.91
19,53,16.58,0.4,9.24,0.22,30.67,0.73,29.76,0.71,18.46,0.44
19,55,61.31,0.6,18.96,0.18,90.89,0.89,84.12,0.82,375.95,3.67
19,57,109.97,0.58,168.32,0.89,280.24,1.48,201.84,1.07,738.68,3.91
19,59,51.9,0.53,23.92,0.24,117.58,1.2,139.1,1.42,102.06,1.05
19,61,297.13,0.56,259.85,0.49,847.78,1.6,504.57,0.95,1121.52,2.11
19,63,12.75,0.24,20.77,0.4,73.29,1.4,38.47,0.73,46.93,0.89
19,65,42.92,0.42,73.87,0.73,105.99,1.05,89.49,0.88,62.38,0.62
19,67,32.02,0.38,52.03,0.61,71.47,0.84,67.47,0.79,356.92,4.19
19,69,25.54,0.45,20.07,0.36,69.59,1.23,97.26,1.72,65.54,1.16
19,71,29.7,0.8,8.15,0.22,26.96,0.72,29.54,0.79,180.64,4.85
19,73,35.92,0.68,19.93,0.38,76.45,1.44,47.17,0.89,273.76,5.17
19,75,47.62,0.75,12.08,0.19,115.72,1.82,64.62,1.02,49.87,0.78
19,77,29.19,0.54,23.07,0.43,60.64,1.12,58.83,1.09,39.35,0.73
19,79,51.71,0.75,15.21,0.22,68.57,1,52.04,0.76,50.79,0.74
19,81,78.77,1.31,32.27,0.54,39.24,0.65,94.63,1.58,2379.51,39.72
19,83,65.45,0.8,42.13,0.51,116.76,1.42,55.88,0.68,70.74,0.86
19,85,31.56,0.44,10.1,0.14,38.75,0.54,68.66,0.96,199.08,2.79
19,87,77.96,0.83,158.58,1.68,112.75,1.2,93.47,0.99,275.56,2.93
19,89,42.59,0.86,10.52,0.21,82.64,1.67,87.48,1.76,861.06,17.36
19,91,14.95,0.29,11.28,0.22,69.18,1.35,131.65,2.57,244.07,4.77
19,93,45.16,1.15,8.57,0.22,54.16,1.37,66.34,1.68,181.88,4.61
19,95,161.99,1.59,19.38,0.19,85.23,0.84,45.32,0.44,414.96,4.07
19,97,57.35,0.54,40.84,0.39,80.47,0.76,50.29,0.48,141.06,1.34
19,99,444.89,2.37,136.02,0.73,285.61,1.52,204.83,1.09,135.53,0.72
19,101,116.08,1.31,33.42,0.38,102.34,1.15,71.68,0.81,94.92,1.07
19,103,318.89,0.38,191.03,0.23,683.29,0.82,387.29,0.46,1288.88,1.54
19,105,97.31,0.96,24.77,0.24,102.63,1.01,111.7,1.1,82.84,0.81
19,107,18.25,0.36,21.85,0.43,38.03,0.76,57.72,1.15,49.7,0.99
19,109,48.17,0.56,26.68,0.31,92.28,1.08,53.38,0.62,342.18,4
19,111,257.25,1.67,97.12,0.63,328.62,2.14,393.73,2.56,110.17,0.72
19,113,534.93,0.46,1375.71,1.19,1763.63,1.53,1077.66,0.94,2008.27,1.74
19,115,10.41,0.18,8.21,0.14,29.52,0.5,67.48,1.15,45.69,0.78
19,117,16.62,0.39,116.67,2.74,44.4,1.04,34.22,0.8,33.86,0.8
19,119,35.35,0.51,28.65,0.42,74.77,1.08,48.84,0.71,107.28,1.56
19,121,39.37,0.49,16.67,0.21,84.61,1.05,57.29,0.71,91.86,1.14
19,123,45.88,0.41,26.48,0.23,108.97,0.97,72.15,0.64,222.35,1.97
19,125,73.31,0.43,29.66,0.17,156.87,0.92,111.7,0.66,170.2,1
19,127,134.71,0.77,50.73,0.29,343.61,1.97,522.53,3,148.21,0.85
19,129,20.66,0.29,12.23,0.17,42.98,0.6,48.87,0.69,59.2,0.83
19,131,35.52,0.63,16.06,0.28,50.78,0.9,46.91,0.83,40.43,0.71
19,133,26.46,0.61,9.17,0.21,40.1,0.92,42.93,0.98,20.13,0.46
19,135,16.71,0.44,14.04,0.37,34.83,0.93,65.87,1.75,14.5,0.39
19,137,73.7,1.53,12.3,0.26,44.45,0.92,65.71,1.37,75.07,1.56
19,139,102.76,0.48,294.93,1.39,255.41,1.2,177.33,0.84,243.2,1.15
19,141,219.08,2.79,35.37,0.45,101.48,1.29,238.09,3.03,225.22,2.87
19,143,42.42,1.2,19.97,0.57,32.1,0.91,38.73,1.1,35.6,1.01
19,145,21.94,0.36,12.36,0.2,84.09,1.37,58.33,0.95,184.89,3.02
19,147,53.31,1.12,12.44,0.26,49.51,1.04,52.24,1.09,49.39,1.03
19,149,76.84,0.53,24.6,0.17,104.37,0.73,141.78,0.99,317.8,2.21
19,151,20.21,0.49,15.6,0.38,84.52,2.07,37.99,0.93,83.9,2.05
19,153,1331.77,0.53,1314.97,0.52,4555.02,1.8,2208.36,0.87,6267.6,2.48
19,155,269.48,0.58,193.67,0.42,599.28,1.29,517.7,1.12,796.55,1.72
19,157,134.09,1.32,26.62,0.26,145.79,1.44,84.92,0.84,305.92,3.02
19,159,10.87,0.44,11.09,0.45,39.39,1.59,48.37,1.95,33.74,1.36
19,161,23.82,0.46,16.59,0.32,66.4,1.28,57.98,1.11,35.78,0.69
19,163,399.81,0.48,326.69,0.39,1354.19,1.62,638.97,0.77,1408.88,1.69
19,165,32.18,0.49,18.56,0.28,77.99,1.19,91.32,1.4,65.13,1
19,167,223.14,1.12,92.94,0.46,385.21,1.93,232.68,1.16,390.73,1.95
19,169,431.15,0.76,209.48,0.37,509.5,0.9,264.04,0.47,563.41,1
19,171,32.4,0.35,11.94,0.13,81.87,0.88,51.43,0.55,173.06,1.86
19,173,13.65,0.43,14.9,0.47,29.59,0.93,31.77,1,47.75,1.5
19,175,16.33,0.26,39.93,0.64,53.46,0.86,58.84,0.94,59.76,0.96
19,177,39.5,1.09,8.9,0.25,110.24,3.05,51.18,1.41,22.67,0.63
19,179,31.72,0.19,131.52,0.78,147.84,0.88,184.5,1.09,119.56,0.71
19,181,54,0.2,46.85,0.18,195.24,0.74,126.5,0.48,136.14,0.51
19,183,42.4,0.36,29.11,0.24,179.25,1.51,83.79,0.7,96.77,0.81
19,185,8.86,0.33,8.71,0.32,27.31,1.01,38.52,1.43,51.37,1.9
19,187,130.42,0.7,57.6,0.31,284.36,1.52,199.42,1.07,397.15,2.12
19,189,22.6,0.45,18.65,0.37,109.05,2.17,75.21,1.5,202.79,4.04
19,191,78.12,0.68,32.01,0.28,138.59,1.2,103.42,0.9,107.55,0.93
19,193,242,0.46,547.88,1.04,895.79,1.69,1704.55,3.23,1021.4,1.93
19,195,46.45,1.14,13.8,0.34,39.96,0.98,48.54,1.19,41.92,1.03
19,197,45.37,0.72,13.23,0.21,58.27,0.92,71,1.12,352.26,5.57
20,1,6.23,0.1,74.88,1.25,102.17,1.7,77.9,1.3,397.38,6.63
20,3,4.26,0.11,37.32,0.93,28.2,0.7,18.68,0.47,6.55,0.16
20,5,9.69,0.14,57.24,0.86,66.24,0.99,53.08,0.79,19.7,0.29
20,7,6.73,0.28,222.75,9.34,10.35,0.43,35.76,1.5,12.84,0.54
20,9,34,0.25,382.22,2.81,140.26,1.03,254.19,1.87,186.07,1.37
20,11,5.14,0.08,57.22,0.85,98.39,1.46,55.98,0.83,38.19,0.57
20,13,17.8,0.34,18.45,0.36,16.62,0.32,31.02,0.6,32.92,0.64
20,15,50,0.16,682.01,2.23,285.01,0.93,541.53,1.77,112.96,0.37
20,17,2.19,0.16,5.47,0.39,7.54,0.54,6.14,0.44,7.01,0.5
20,19,5.33,0.39,36.96,2.68,6.29,0.46,44.8,3.25,10.16,0.74
20,21,14.17,0.15,80.61,0.83,134.83,1.38,67.79,0.7,52.08,0.53
20,23,5.83,0.45,15.62,1.22,9.14,0.71,16.31,1.27,6.05,0.47
20,25,1.86,0.18,13.8,1.3,5.98,0.56,16.35,1.54,5.65,0.53
20,27,12.91,0.35,15.18,0.41,22.25,0.6,52.92,1.44,27.43,0.75
20,29,7.97,0.21,35.62,0.96,34.46,0.92,42.1,1.13,31.09,0.83
20,31,76.39,1.96,59.34,1.52,25.09,0.64,31.97,0.82,11.62,0.3
20,33,2.98,0.34,31.29,3.55,6.09,0.69,11.39,1.29,5.4,0.61
20,35,107.41,0.66,127.35,0.78,87.52,0.54,60.71,0.37,112.88,0.69
20,37,26.56,0.14,134.56,0.73,116.41,0.63,225.87,1.23,96.35,0.53
20,39,5.35,0.43,10.42,0.84,9.28,0.75,14.71,1.18,5.65,0.45
20,41,15.6,0.17,43.72,0.49,59.86,0.67,147.97,1.66,41.01,0.46
20,43,14.74,0.36,33.2,0.82,32.2,0.79,24.64,0.61,135.09,3.33
20,45,144.33,0.23,590.46,0.93,486.73,0.77,273,0.43,515.9,0.81
20,47,12.38,0.84,15.54,1.06,18.46,1.26,70.63,4.81,6.13,0.42
20,49,2.86,0.25,32.52,2.85,6.31,0.55,7.21,0.63,5.65,0.5
20,51,22.79,0.14,464.53,2.8,133.74,0.81,108.61,0.65,256.31,1.55
20,53,11.09,0.42,22.23,0.84,16.8,0.64,20.67,0.78,11.37,0.43
20,55,51.82,0.26,631.19,3.22,181.51,0.93,310.33,1.58,174.06,0.89
20,57,35.51,0.2,135.59,0.78,155.53,0.9,244.24,1.41,182.03,1.05
20,59,56.16,0.41,149.84,1.1,115.72,0.85,81.37,0.6,96.8,0.71
20,61,13.32,0.12,63.48,0.58,74.86,0.68,65.87,0.6,229.16,2.09
20,63,8.59,0.62,20.77,1.49,8.22,0.59,10.46,0.75,41.61,2.99
20,65,4.55,0.42,45.97,4.27,11.54,1.07,20.83,1.94,12.04,1.12
20,67,13.28,0.39,590.25,17.55,31.61,0.94,239.73,7.13,55.26,1.64
20,69,39.52,1.18,33.46,1,46.17,1.38,67.06,2.01,10.46,0.31
20,71,4.27,0.5,12.22,1.43,5.97,0.7,14.85,1.74,21.54,2.52
20,73,4.1,0.13,114.2,3.7,12.29,0.4,12.94,0.42,7.01,0.23
20,75,11.49,0.72,59.78,3.75,5.4,0.34,10.42,0.65,6.13,0.38
20,77,9.98,0.39,124.93,4.9,32.19,1.26,88.73,3.48,35.46,1.39
20,79,22.73,0.14,93.34,0.58,153.1,0.95,93.2,0.58,101.93,0.63
20,81,14.24,0.65,95.67,4.38,16.66,0.76,21.88,1,6.78,0.31
20,83,5.28,0.55,4.87,0.51,4.37,0.45,10.09,1.05,5.4,0.56
20,85,5.5,0.08,36.84,0.53,34.38,0.49,25.14,0.36,31.86,0.45
20,87,23.73,0.24,93.12,0.95,85.99,0.87,299.52,3.04,101.01,1.03
20,89,3.15,0.25,5.4,0.43,6.04,0.48,57.24,4.55,11.6,0.92
20,91,1618.74,0.5,5754.13,1.77,5321.52,1.64,5296.99,1.63,3072.14,0.95
20,93,15.96,0.79,22.69,1.13,7.52,0.37,52.98,2.63,6.29,0.31
20,95,13.33,0.41,149.84,4.58,39.91,1.22,123.15,3.76,119.03,3.64
20,97,12.6,0.96,23.12,1.76,19.77,1.51,43.98,3.35,6.2,0.47
20,99,23.77,0.24,152.22,1.54,118.87,1.2,125.18,1.27,85.29,0.86
20,101,4.13,0.54,14.85,1.95,5.65,0.74,60.48,7.95,5.65,0.74
20,103,42.54,0.12,202.41,0.58,227.51,0.65,157.46,0.45,163.11,0.47
20,105,25.53,1.56,21.44,1.31,17.46,1.07,18.27,1.12,5.65,0.34
20,107,8.91,0.21,424.57,10.22,33.14,0.8,51.88,1.25,22.19,0.53
20,109,5.66,0.35,20.83,1.27,5.89,0.36,10.25,0.62,5.65,0.34
20,111,29.31,0.18,119.65,0.74,122.54,0.76,114.63,0.71,196.48,1.21
20,113,36.79,0.23,607.17,3.82,186.01,1.17,413.26,2.6,123.57,0.78
20,115,7.62,0.13,32.77,0.54,30.99,0.51,31.68,0.52,104.35,1.73
20,117,13,0.24,51.78,0.97,42.32,0.79,86.6,1.62,868.29,16.28
20,119,5.41,0.24,35.92,1.62,16.84,0.76,127.15,5.72,9.9,0.45
20,121,23.96,0.14,277.64,1.66,151.34,0.91,166.38,1,86.58,0.52
20,123,13.48,0.4,28.73,0.86,48.15,1.44,34.34,1.02,34.25,1.02
20,125,45.78,0.32,428.46,3.01,71.73,0.5,171.59,1.21,404.27,2.84
20,127,8.07,0.28,9.43,0.32,13.52,0.47,31.45,1.08,5.89,0.2
20,129,8.63,0.75,60.96,5.28,9.26,0.8,17.04,1.48,11.28,0.98
20,131,10.52,0.19,29.78,0.55,57.43,1.05,36.73,0.67,43.5,0.8
20,133,12.69,0.22,295.34,5.15,66.44,1.16,39.29,0.69,75.02,1.31
20,135,3.44,0.26,142.15,10.77,8.63,0.65,17.91,1.36,26.22,1.99
20,137,8.47,0.31,19.69,0.72,21.35,0.78,102.57,3.73,17.54,0.64
20,139,12.57,0.16,25.21,0.33,21.08,0.28,14.84,0.19,20.36,0.27
20,141,4.7,0.24,33.37,1.7,13.45,0.69,22.69,1.16,7.7,0.39
20,143,5.84,0.2,14.21,0.48,13.1,0.44,24.64,0.83,15.89,0.54
20,145,11.95,0.41,26.78,0.91,29.05,0.99,22.91,0.78,7.08,0.24
20,147,15.32,0.56,42.06,1.54,18.17,0.67,32.14,1.18,38.83,1.42
20,149,22.12,0.19,385.37,3.26,114.35,0.97,353.47,2.99,66.72,0.56
20,151,40.57,0.85,229.84,4.79,38.73,0.81,50.74,1.06,38.94,0.81
20,153,5.66,0.4,8.69,0.61,8.62,0.6,21.89,1.54,5.4,0.38
20,155,74.02,0.26,244.95,0.85,248.51,0.86,185.6,0.64,306.45,1.06
20,157,11.91,0.5,23.68,0.99,21.11,0.88,10.81,0.45,39.5,1.65
20,159,18.28,0.35,72.65,1.39,20.39,0.39,52.06,1,52.25,1
20,161,66.27,0.19,242.81,0.71,353.32,1.04,228.34,0.67,105.97,0.31
20,163,6.17,0.26,94.89,3.95,17.97,0.75,23.98,1,78.3,3.26
20,165,12.07,0.75,33.74,2.11,15.26,0.95,14.9,0.93,8.85,0.55
20,167,10.73,0.32,139.48,4.11,21.15,0.62,56.26,1.66,13.07,0.39
20,169,81.5,0.27,301.83,1.02,382.81,1.29,297.09,1,681.72,2.3
20,171,14.75,0.53,25.29,0.91,20.43,0.73,60.38,2.16,15.87,0.57
20,173,513.28,0.22,3042.85,1.29,3390.42,1.44,2412.64,1.03,2685.09,1.14
20,175,32.87,0.35,460.47,4.85,56.18,0.59,128.4,1.35,146.29,1.54
20,177,182.48,0.21,867.2,0.98,1063.59,1.21,1135.07,1.29,974.73,1.11
20,179,6.1,0.45,14.92,1.11,15.32,1.14,13.11,0.98,8.06,0.6
20,181,7.53,0.27,22.58,0.8,18.15,0.64,31.88,1.13,66.15,2.35
20,183,6.77,0.35,9.8,0.51,11.9,0.62,8.04,0.42,29.52,1.54
20,185,11.49,0.59,29.32,1.51,12.26,0.63,27.21,1.4,7.6,0.39
20,187,10.42,1.07,9.03,0.93,7.65,0.79,11.12,1.14,6.01,0.62
20,189,22.6,0.87,61.47,2.38,23.3,0.9,29.99,1.16,12.18,0.47
20,191,18.62,0.18,50.32,0.49,36.27,0.35,53.29,0.52,68.27,0.66
20,193,17.27,0.42,29.33,0.71,41.44,1,74.7,1.8,102.73,2.48
20,195,2.78,0.2,34.73,2.5,7.86,0.57,77.81,5.6,10.78,0.78
20,197,4,0.11,18.66,0.53,22.03,0.62,8.74,0.25,15.88,0.45
20,199,10.08,1.22,6.3,0.76,6.73,0.81,15.46,1.86,10.32,1.24
20,201,11.48,0.4,13.21,0.46,19.1,0.67,42.73,1.49,51.22,1.79
20,203,13.58,1.19,9.51,0.83,5.4,0.47,20.27,1.77,12.68,1.11
20,205,14.06,0.37,80.33,2.11,25.71,0.68,76.5,2.01,8.64,0.23
20,207,4.79,0.31,39.67,2.61,5.99,0.39,9.3,0.61,5.65,0.37
20,209,123.97,0.17,729.26,0.99,909.37,1.24,628.28,0.86,4628.35,6.3
21,1,6.96,0.1,29.05,0.43,60.71,0.9,36.45,0.54,26.08,0.39
21,3,9.89,0.11,3.93,0.05,26.52,0.31,20.46,0.24,735.66,8.55
21,5,9.08,0.08,14.65,0.13,62.6,0.55,62.2,0.55,102.87,0.91
21,7,6.66,0.2,14.98,0.45,72.66,2.16,70.27,2.09,9.42,0.28
21,9,27.34,0.15,54.27,0.3,292.95,1.62,219.75,1.21,1482.44,8.18
21,11,2.16,0.05,5.68,0.13,44.19,1.02,37.43,0.86,15.62,0.36
21,13,25.09,0.31,34.79,0.44,46.56,0.58,86.37,1.08,97.67,1.22
21,15,61.02,0.09,257.24,0.38,633.2,0.94,820.41,1.22,4562.69,6.79
21,17,54.29,0.58,13.94,0.15,235.07,2.49,84.48,0.9,670.39,7.11
21,19,36.67,0.22,556.35,3.27,406.87,2.39,509.29,3,172.69,1.02
21,21,17.45,0.15,24.4,0.2,154.28,1.29,258.07,2.16,243.35,2.03
21,23,7.06,0.2,2.79,0.08,13.02,0.36,11.82,0.33,18.11,0.5
21,25,3.8,0.11,4.63,0.14,16.47,0.48,21.89,0.64,71.52,2.09
21,27,13.42,0.18,38.76,0.51,52.08,0.69,59.84,0.79,60.95,0.81
21,29,17.06,0.04,60.59,0.15,293.38,0.73,267.84,0.67,688.69,1.72
21,31,8.12,0.17,22.15,0.45,19.81,0.4,25.61,0.52,502.14,10.25
21,33,20.26,0.4,9.88,0.2,27.02,0.53,34.54,0.68,39.17,0.77
21,35,25.78,0.14,39.39,0.22,187.22,1.04,87.51,0.49,422.55,2.35
21,37,23.09,0.05,87.21,0.18,405.08,0.84,219.44,0.46,515.94,1.08
21,39,14.2,0.64,3.16,0.14,46.6,2.1,56.76,2.56,10.04,0.45
21,41,6.27,0.13,96.95,2.03,250,5.24,105.87,2.22,48.9,1.03
21,43,11.75,0.13,15.63,0.17,48.2,0.54,108.68,1.22,34.91,0.39
21,45,8.41,0.13,2.66,0.04,23.22,0.37,16.78,0.26,26.86,0.42
21,47,59.04,0.26,73.64,0.32,311.35,1.36,184.66,0.8,2555.18,11.13
21,49,22.02,0.13,127.25,0.77,177.58,1.08,167.06,1.01,176.71,1.07
21,51,6.75,0.14,6.24,0.13,27.1,0.55,27.34,0.56,41.31,0.85
21,53,8.43,0.23,16.05,0.44,26.43,0.73,35.93,1,23.27,0.65
21,55,2.89,0.08,6.16,0.16,15.87,0.42,18.19,0.48,22.35,0.59
21,57,5.02,0.18,31.63,1.14,11.56,0.42,50.3,1.81,147.07,5.28
21,59,100.37,0.22,123.98,0.27,524.54,1.14,840.92,1.83,1024,2.23
21,61,3.12,0.07,11.98,0.26,31.84,0.7,20.13,0.44,66.81,1.46
21,63,13.54,0.72,2.13,0.11,8.18,0.43,6.62,0.35,3.53,0.19
21,65,5,0.1,22.01,0.44,19.46,0.39,19.01,0.38,23.86,0.47
21,67,207.44,0.12,748.66,0.44,3300.12,1.95,2321.13,1.37,2769.61,1.64
21,69,5.47,0.1,5.38,0.09,25.82,0.45,80.03,1.41,295.15,5.18
21,71,21.5,0.21,99.36,0.96,129.67,1.25,307.83,2.98,291.98,2.83
21,73,26.24,0.11,60.83,0.26,380.76,1.6,228.23,0.96,1418.96,5.97
21,75,11.95,0.62,6.64,0.35,12.11,0.63,18.69,0.97,37.37,1.95
21,77,11.21,0.29,3.66,0.09,15.55,0.4,59.79,1.55,575.33,14.93
21,79,5.01,0.07,14.37,0.2,57.14,0.78,35,0.48,10.58,0.15
21,81,6.92,0.06,25.49,0.23,59.56,0.54,39.88,0.36,434.43,3.94
21,83,34.45,0.23,24.54,0.17,110,0.75,345.14,2.34,115.82,0.79
21,85,17.86,0.17,16.4,0.16,87.79,0.86,62.45,0.61,55.69,0.54
21,87,4.9,0.1,4.55,0.09,19.16,0.39,12.37,0.25,10.2,0.21
21,89,13.39,0.11,23.77,0.19,71.45,0.57,104.34,0.83,51.09,0.41
21,91,4.27,0.11,7.26,0.19,31.91,0.82,150.64,3.87,10.94,0.28
21,93,50.27,0.11,90.17,0.19,361.9,0.78,376.06,0.81,3955.87,8.51
21,95,21.18,0.36,14.13,0.24,53.15,0.91,43.16,0.74,39.57,0.68
21,97,3.58,0.04,10.29,0.12,52.81,0.64,48.94,0.59,71.24,0.86
21,99,6.74,0.09,9.84,0.13,20.92,0.27,19.78,0.26,47.75,0.62
21,101,48.98,0.23,79.17,0.38,206.61,0.99,368.89,1.76,690.37,3.29
21,103,7.01,0.09,5.48,0.07,32.63,0.42,22.48,0.29,119.42,1.53
21,105,26.78,1.59,3.66,0.22,14.7,0.87,7.05,0.42,14.56,0.87
21,107,31.41,0.17,233.65,1.26,243.77,1.32,377.01,2.04,485.52,2.62
21,109,5.39,0.14,3.28,0.09,12.45,0.33,140.68,3.75,8.9,0.24
21,111,427.97,0.11,2094.27,0.55,6524.93,1.72,4852.67,1.28,21109.95,5.57
21,113,24.61,0.1,42.91,0.17,278.16,1.09,224.2,0.88,245.61,0.97
21,115,13.34,0.21,35.18,0.56,55.2,0.87,139.5,2.21,37.85,0.6
21,117,54.63,0.07,277.18,0.33,895.41,1.08,622.38,0.75,929.91,1.12
21,119,11.84,0.29,15.73,0.38,34.16,0.83,31.86,0.77,12.79,0.31
21,121,8.44,0.09,24.61,0.26,76.05,0.82,114.21,1.23,93.55,1.01
21,123,8.65,0.15,7.82,0.14,80.77,1.41,59.47,1.04,197.51,3.45
21,125,30.89,0.13,64.42,0.28,217.42,0.94,140.56,0.61,1458.17,6.28
21,127,8.65,0.19,21.38,0.47,31.8,0.7,117.41,2.58,35.4,0.78
21,129,4.42,0.25,44.18,2.55,9.13,0.53,23.02,1.33,7.43,0.43
21,131,8.47,0.34,12.05,0.49,21.67,0.88,20.5,0.83,5.84,0.24
21,133,12.69,0.22,12.38,0.22,32.94,0.58,33.31,0.58,27.38,0.48
21,135,4.71,0.11,4.21,0.1,22.65,0.53,19.93,0.47,30.77,0.72
21,137,6.05,0.07,14.08,0.16,64.41,0.73,55.02,0.62,279.23,3.16
21,139,7.05,0.2,3.66,0.11,58.28,1.68,35.65,1.03,9.88,0.28
21,141,47.22,0.41,34.89,0.3,142.95,1.23,87.28,0.75,534.17,4.6
21,143,1.66,0.06,6.28,0.22,29.95,1.06,21.93,0.78,9.31,0.33
21,145,9.41,0.03,162.54,0.58,732.85,2.63,715.14,2.57,580.88,2.08
21,147,7,0.16,9.31,0.21,15.38,0.35,56.79,1.3,8.97,0.21
21,149,12.2,0.3,14.32,0.35,17.26,0.42,12.66,0.31,59.15,1.45
